time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,curriculum/obs_quantity,train/value_loss,train/clip_fraction,train/ent_coef,curriculum/grid_size,train/approx_kl,train/loss,train/entropy_loss,train/clip_range,curriculum/stage_timesteps,curriculum/max_steps,train/policy_gradient_loss,train/learning_rate,curriculum/stage,train/explained_variance,eval/stage_timesteps,eval/std_ep_length,eval/mean_ep_length,eval/stage,eval/deterministic,eval/std_reward,eval/full_coverage_rate,eval/mean_reward
6,20,1172480,1492,5.775571823120117,264.37,1139,,0.7086869621276856,0.047734375,,,0.004768989,0.2746574282646179,-0.2118780568242073,0.2,,,-0.0016369155328720807,0.0001,,0.6056405305862427,,,,,,,,
7,24,1177600,1484,5.996957778930664,253.94,1144,,0.9612783318758011,0.0633203125,,,0.009239167,0.49355435371398926,-0.22199687078595162,0.2,,,-0.0019377290830016136,0.0001,,0.44766950607299805,,,,,,,,
8,27,1182720,1476,5.828927993774414,258.36,1149,,0.7346100187301636,0.0612890625,,,0.0053751064,0.2969752252101898,-0.23787506461143493,0.2,,,-0.0018047681171447039,0.0001,,0.5273945927619934,,,,,,,,
9,31,1187840,1468,6.105937480926514,254.94,1154,,0.7840309002995491,0.05203125,,,0.005143296,0.5430278182029724,-0.23877696380019187,0.2,,,-0.0020130460569635035,0.0001,,0.5451366901397705,,,,,,,,
10,35,1192960,1460,6.095505237579346,255.63,1159,,0.8666377633810043,0.0369921875,,,0.0039276895,0.4152316451072693,-0.23263887494802474,0.2,,,-0.0009545106580480933,0.0001,,0.40440046787261963,,,,,,,,
,,,,,,1164,,0.7644924542307854,0.06203125,,,0.0061642667,0.34453341364860535,-0.24107168465852738,0.2,,,-0.002707958510145545,0.0001,,0.46157968044281006,870400,98.72238651896541,253.48,3,0,2.3511789744072655,0.88,6.346867635138333
1,2,1198080,1900,6.261240005493164,247.8,,15,,,0.002,11,,,,,870400,440,,,3,,,,,,,,,
2,6,1203200,1509,6.193670272827148,252.54,1169,,0.7443354678153992,0.057109375,,,0.006028858,0.31917575001716614,-0.22716952189803125,0.2,,,-0.003826301353983581,0.0001,,0.25295203924179077,,,,,,,,
3,10,1208320,1449,6.457026958465576,244.73,1174,,0.6877867737412453,0.04453125,,,0.0035497907,0.4176201820373535,-0.2308637271821499,0.2,,,0.0006763415597379207,0.0001,,0.370691180229187,,,,,,,,
4,14,1213440,1430,6.191492080688477,245.41,1179,,0.5702424684166908,0.0535546875,,,0.006615815,0.3897617757320404,-0.21838560968637466,0.2,,,-0.0023070323606953023,0.0001,,0.5589249134063721,,,,,,,,
5,17,1218560,1436,6.286838531494141,240.37,1184,,0.5863565087318421,0.0403125,,,0.0035905924,0.3002893030643463,-0.21983761638402938,0.2,,,-0.0012358082504943012,0.0001,,0.5706379413604736,,,,,,,,
6,21,1223680,1440,6.231521129608154,243.56,1189,,0.6725155252218247,0.037734375,,,0.004382804,0.34281423687934875,-0.2077219270169735,0.2,,,-0.0012873237789608539,0.0001,,0.6065298318862915,,,,,,,,
7,24,1228800,1442,6.257745742797852,248.15,1194,,0.5838436603546142,0.038046875,,,0.004518921,0.25410544872283936,-0.18851416006684305,0.2,,,-0.0005486468225717545,0.0001,,0.6241307258605957,,,,,,,,
8,28,1233920,1428,6.51025390625,239.51,1199,,0.6940220779180527,0.0565234375,,,0.0071948394,0.3215252161026001,-0.20431557893753052,0.2,,,-0.0014760729763656855,0.0001,,0.4655124545097351,,,,,,,,
9,32,1239040,1400,6.406469345092773,244.0,1204,,0.5541555726528168,0.0571484375,,,0.0076109855,0.2501571774482727,-0.20514806494116783,0.2,,,-0.002788772564381361,0.0001,,0.44432759284973145,,,,,,,,
10,37,1244160,1369,6.507697582244873,248.24,1209,,0.54293511480093,0.0484375,,,0.0058287224,0.3263692855834961,-0.22945932939648628,0.2,,,-0.00012609655037522317,0.0001,,0.5433003902435303,,,,,,,,
,,,,,,1214,,0.7225170609354973,0.051484375,,,0.0060693366,0.3001619577407837,-0.203428513109684,0.2,,,-0.0017143178917467595,0.0001,,0.3870217204093933,921600,96.89411695247551,242.01,3,0,2.45462515702396,0.86,6.36639634527266
1,2,1249280,1977,6.316576957702637,256.83,,15,,,0.002,11,,,,,921600,440,,,3,,,,,,,,,
2,6,1254400,1518,6.06339168548584,258.33,1219,,0.6014743122458458,0.05921875,,,0.005812979,0.25965508818626404,-0.21242326766252517,0.2,,,0.001321827876381576,0.0001,,0.4141654968261719,,,,,,,,
3,10,1259520,1433,5.96433162689209,263.9,1224,,0.5598270320892333,0.065703125,,,0.011872236,0.24700435996055603,-0.23300337612628938,0.2,,,-0.002212786441668868,0.0001,,0.5812923312187195,,,,,,,,
4,14,1264640,1393,6.196023941040039,252.99,1229,,0.8103398284316063,0.04578125,,,0.0067452043,0.5230156779289246,-0.20095201343297958,0.2,,,-0.0017466346872970463,0.0001,,0.3452584743499756,,,,,,,,
5,18,1269760,1371,5.875971794128418,260.49,1234,,0.6138703486323357,0.0469921875,,,0.0067123817,0.34269386529922485,-0.20225342527031898,0.2,,,-0.0010797999100759625,0.0001,,0.46682846546173096,,,,,,,,
6,22,1274880,1356,5.886958599090576,259.05,1239,,0.49283358350396156,0.0457421875,,,0.0052446844,0.28385525941848755,-0.21061446636915207,0.2,,,-0.0010109213972464203,0.0001,,0.5443453788757324,,,,,,,,
7,26,1280000,1352,5.9566497802734375,258.9,1244,,0.6414264476299286,0.0475,,,0.005696495,0.21044953167438507,-0.21183638006448746,0.2,,,-0.0008804757939651609,0.0001,,0.5078319907188416,,,,,,,,
8,30,1285120,1352,5.71938419342041,263.36,1249,,0.6592400401830674,0.0555078125,,,0.0047544483,0.32131391763687134,-0.21677853897213936,0.2,,,-0.0010043512308038772,0.0001,,0.6036219596862793,,,,,,,,
9,33,1290240,1361,5.7888312339782715,260.41,1254,,0.7360254338383675,0.0493359375,,,0.005316362,0.37500134110450745,-0.2055867725610733,0.2,,,0.0005491223558783531,0.0001,,0.5236921310424805,,,,,,,,
10,37,1295360,1369,6.029086112976074,255.92,1259,,0.7810486376285553,0.050703125,,,0.0074357428,0.376691073179245,-0.19433360129594804,0.2,,,-0.0011066828528419137,0.0001,,0.5372893214225769,,,,,,,,
,,,,,,1264,,0.9013770601153374,0.045625,,,0.006284909,0.2816079258918762,-0.2007375855743885,0.2,,,-0.0011400768393650651,0.0001,,0.4454295039176941,972800,100.26327144074244,255.42,3,0,2.5871156508814384,0.84,6.151346823573112
1,3,1300480,1436,6.154972553253174,251.58,,15,,,0.002,11,,,,,972800,440,,,3,,,,,,,,,
2,7,1305600,1370,6.202978134155273,252.91,1269,,0.8810925281047821,0.045390625,,,0.0060880664,0.39337530732154846,-0.21233038917183877,0.2,,,0.0005212511331774294,0.0001,,0.3727661967277527,,,,,,,,
3,11,1310720,1390,6.0315728187561035,260.74,1274,,0.6839999735355378,0.06453125,,,0.007937808,0.2662857472896576,-0.23300917252898215,0.2,,,-0.001910456409677863,0.0001,,0.5377005338668823,,,,,,,,
4,14,1315840,1387,5.885065078735352,267.59,1279,,0.7123867684602737,0.0483203125,,,0.00597694,0.3236124813556671,-0.22612179517745973,0.2,,,-0.002405027961358428,0.0001,,0.6183516979217529,,,,,,,,
5,18,1320960,1386,5.6974711418151855,274.69,1284,,0.7540613240003586,0.0465625,,,0.0044626566,0.2959994375705719,-0.20671464622020722,0.2,,,-0.0021055702771991492,0.0001,,0.5112367868423462,,,,,,,,
6,22,1326080,1379,5.730167865753174,272.94,1289,,0.6362142023444176,0.0403125,,,0.0038550913,0.23472385108470917,-0.20551923260092736,0.2,,,-0.0011565818777307868,0.0001,,0.6017497777938843,,,,,,,,
7,25,1331200,1382,5.411879062652588,282.34,1294,,0.9523155927658081,0.043125,,,0.0057979575,0.42023760080337524,-0.19938874393701553,0.2,,,0.00018808089662343265,0.0001,,0.4267677664756775,,,,,,,,
8,29,1336320,1382,5.744507312774658,274.75,1299,,0.8356987428665161,0.04375,,,0.0070943693,0.34152689576148987,-0.20431992441415786,0.2,,,-0.0028601707424968483,0.0001,,0.4926990866661072,,,,,,,,
9,33,1341440,1384,5.72524356842041,273.88,1304,,0.9642558377981186,0.0573828125,,,0.007935824,0.362052321434021,-0.22694172516465186,0.2,,,-0.0011470409878529609,0.0001,,0.4094076156616211,,,,,,,,
10,36,1346560,1390,6.06395149230957,260.62,1309,,0.657388713657856,0.048046875,,,0.0048129223,0.3141324818134308,-0.20700880125164986,0.2,,,-0.00040644044056534765,0.0001,,0.5119408369064331,,,,,,,,
