time/iterations,rollout/ep_rew_mean,time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/loss,train/explained_variance,curriculum/max_steps,train/ent_coef,train/learning_rate,curriculum/stage_timesteps,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/clip_range,curriculum/grid_size,curriculum/obs_quantity,train/n_updates,curriculum/stage,train/clip_fraction,eval/full_coverage_rate,eval/mean_ep_length,eval/stage_timesteps,eval/stage,eval/std_ep_length,eval/deterministic,eval/std_reward,eval/mean_reward
9,7.401904106140137,1121,563200,32.11,41,0.01789965108036995,0.7452195882797241,,,0.0001,,-0.13566881753504276,0.003921527,-9.497089311480522e-05,0.042961704805493356,0.2,,,544,,0.0358984375,,,,,,,,
10,7.646881103515625,1116,568320,27.11,45,0.02583051472902298,0.7695225477218628,,,0.0001,,-0.1614695383608341,0.008047668,-0.001676067216321826,0.05972602605819702,0.2,,,549,,0.04546875,,,,,,,,
,,,,,,0.04746714234352112,0.7876858711242676,,,0.0001,,-0.1625869020819664,0.005444483,-0.001894188108853996,0.0645671471580863,0.2,,,554,,0.0402734375,0.88,46.37,563200,1,56.81719018043747,1,3.8673322727474426,6.253551285266877
1,7.515773296356201,1465,573440,31.76,3,,,200,0.0010000000000000009,,563200,,,,,,5,3,,1,,,,,,,,,
2,7.499932289123535,1201,578560,31.88,8,0.04187169298529625,0.746930718421936,,,0.0001,,-0.1772863422334194,0.0067044436,-0.002070980127900839,0.08465813890099526,0.2,,,559,,0.0532421875,,,,,,,,
3,7.648176193237305,1160,583680,26.59,13,0.029304470866918564,0.6259405612945557,,,0.0001,,-0.18810352236032485,0.0067274556,-0.0021779404673725367,0.08543302044272423,0.2,,,564,,0.0453515625,,,,,,,,
4,7.626926898956299,1136,588800,27.99,18,0.028787270188331604,0.6728708744049072,,,0.0001,,-0.14293003551661967,0.0070785405,-0.0019473635405302047,0.0462130899168551,0.2,,,569,,0.04078125,,,,,,,,
5,7.333028793334961,1148,593920,32.17,22,0.011438216082751751,0.7302395701408386,,,0.0001,,-0.16136344030499458,0.0035208147,-0.004039940000511706,0.04482219062745571,0.2,,,574,,0.0452734375,,,,,,,,
6,7.296380519866943,1180,599040,33.83,26,0.05098680406808853,0.786640465259552,,,0.0001,,-0.22591376811265945,0.006317946,-0.00023205824196338655,0.07959606442600489,0.2,,,579,,0.0524609375,,,,,,,,
7,7.6082444190979,1200,604160,28.71,29,0.06537188589572906,0.7516226768493652,,,0.0001,,-0.22334760785102845,0.0049150633,-0.003211627546697855,0.13894749462604522,0.2,,,584,,0.0406640625,,,,,,,,
8,7.591665267944336,1211,609280,29.13,33,0.03740736097097397,0.5524176359176636,,,0.0001,,-0.168109550178051,0.0046890764,-0.0006584416003897786,0.0810165985673666,0.2,,,589,,0.03796875,,,,,,,,
9,7.246495246887207,1228,614400,34.59,37,0.029956111684441566,0.6639583110809326,,,0.0001,,-0.1662068970501423,0.0069282353,-0.0035860170051455497,0.06571056328713894,0.2,,,594,,0.0544921875,,,,,,,,
10,7.477664947509766,1246,619520,31.37,41,0.03879745677113533,0.669174075126648,,,0.0001,,-0.21588634014129637,0.006415522,-0.0033841743087396027,0.09141991462558507,0.2,,,599,,0.0629296875,,,,,,,,
,,,,,,0.04059888795018196,0.7080917358398438,,,0.0001,,-0.18394366398453713,0.0046163164,-0.0021083651389926673,0.08193106066435575,0.2,,,604,,0.0392578125,0.86,49.31,614400,1,60.86028179362958,1,4.195860985707127,5.9933126211166385
1,7.379932403564453,1951,624640,32.6,2,,,200,0.0010000000000000009,,614400,,,,,,5,3,,1,,,,,,,,,
2,7.595431327819824,1501,629760,29.56,6,0.02375064045190811,0.6494831442832947,,,0.0001,,-0.17345717668533325,0.008208096,-0.005840032794512808,0.06263235859572887,0.2,,,609,,0.063203125,,,,,,,,
3,7.6154093742370605,1426,634880,29.12,10,0.009314646944403648,0.7359057664871216,,,0.0001,,-0.1828443881869316,0.004951956,-0.0038078334229066967,0.06573425311595202,0.2,,,614,,0.0451171875,,,,,,,,
4,7.636528968811035,1394,640000,27.69,14,0.045958179980516434,0.6316105127334595,,,0.0001,,-0.1452763133496046,0.0048956433,-0.003860451905056834,0.04407280324026942,0.2,,,619,,0.0432421875,,,,,,,,
5,7.437648296356201,1374,645120,32.34,18,0.03031552955508232,0.7393323183059692,,,0.0001,,-0.1490580876916647,0.007178148,-0.0032523244386538862,0.046284762863069775,0.2,,,624,,0.0460546875,,,,,,,,
6,7.648204803466797,1369,650240,27.24,22,0.02970239333808422,0.701461911201477,,,0.0001,,-0.19297002047300338,0.006089935,-0.00357541989069432,0.0707211996987462,0.2,,,629,,0.0572265625,,,,,,,,
