time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/clip_range,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/explained_variance,train/value_loss,train/approx_kl
870400,1190,43,10,0.2,-0.1092195212841034,1690,-0.8955691727995873,-0.051103137684986,0.0003,0.3182421875,0.3267952799797058,0.0563270528241992,0.037960634
875520,1433,3,1,0.2,-0.09691406786441803,1700,-0.8895198267698288,-0.048916222648695114,0.0003,0.32208984375,0.3411973714828491,0.06027382215484977,0.040501017
880640,1014,10,2,0.2,-0.11661115288734436,1710,-0.8686793997883797,-0.05005390339298174,0.0003,0.3153515625,0.24066179990768433,0.07443051067180932,0.037826214
885760,966,15,3,0.2,-0.11506753414869308,1720,-0.8653886067867279,-0.05423657928593457,0.0003,0.330703125,0.14802759885787964,0.06121623321436345,0.045089
890880,927,22,4,0.2,-0.10498304665088654,1730,-0.8625441741943359,-0.05257778701605275,0.0003,0.3110546875,0.22728145122528076,0.071055629234761,0.039628915
896000,919,27,5,0.2,-0.10174611210823059,1740,-0.8541776597499847,-0.04878649435006082,0.0003,0.3137890625,0.1764380931854248,0.07312490517273545,0.039377403
901120,906,33,6,0.2,-0.10647318512201309,1750,-0.8715042471885681,-0.05046729410532862,0.0003,0.31216796875,0.3335804343223572,0.06207568345591426,0.037195966
906240,892,40,7,0.2,-0.11012665182352066,1760,-0.8884708178043366,-0.05438903086818755,0.0003,0.31419921875,0.18932610750198364,0.09409216039814056,0.040528603
911360,891,45,8,0.2,-0.09833541512489319,1770,-0.8673269456624985,-0.047997666830196975,0.0003,0.30689453125,0.1024436354637146,0.07523474991321563,0.03791645
916480,882,52,9,0.2,-0.08553816378116608,1780,-0.8759742850065231,-0.05024955786764622,0.0003,0.32119140625,0.2028678059577942,0.07537795172072947,0.04044109
921600,882,57,10,0.2,-0.10279711335897446,1790,-0.8693295514583588,-0.04898457487812266,0.0003,0.3170703125,-0.02282857894897461,0.08377043682150542,0.040639825
926720,1891,2,1,0.2,-0.1105038970708847,1800,-0.8863227179646492,-0.05311795599525795,0.0003,0.33302734375,0.2519787549972534,0.07346715270541608,0.041812327
931840,1345,7,2,0.2,-0.09560184925794601,1810,-0.8777074679732323,-0.05358278998173773,0.0003,0.31998046875,0.21560800075531006,0.08786033123731612,0.04100028
936960,1249,12,3,0.2,-0.09413303434848785,1820,-0.8660832983255387,-0.047630175091326235,0.0003,0.3232421875,0.14941173791885376,0.08220999629236758,0.039400104
942080,1116,18,4,0.2,-0.08942808210849762,1830,-0.8793592759966851,-0.05030503408284858,0.0003,0.31748046875,0.23419588804244995,0.08135296531952918,0.044108905
947200,1100,23,5,0.2,-0.10927947610616684,1840,-0.8817003008723259,-0.051244748118333516,0.0003,0.350625,0.32075226306915283,0.08080114192329348,0.04462745
952320,1107,27,6,0.2,-0.10053148865699768,1850,-0.8803935149312019,-0.050550239769509064,0.0003,0.31890625,0.11629951000213623,0.09548640054650605,0.040902235
957440,1105,32,7,0.2,-0.10255042463541031,1860,-0.8869885781407356,-0.05179429516196251,0.0003,0.33294921875,0.32200199365615845,0.06069118678569794,0.047039535
962560,1111,36,8,0.2,-0.08345487713813782,1870,-0.8906463429331779,-0.04607643804047257,0.0003,0.32501953125,0.2021309733390808,0.0944638105854392,0.03986984
967680,1114,41,9,0.2,-0.09205544739961624,1880,-0.8976432195305825,-0.04894487420329824,0.0003,0.3381640625,0.29130083322525024,0.0890021344088018,0.042160418
972800,1065,48,10,0.2,-0.09329065680503845,1890,-0.892838636636734,-0.052205015537329015,0.0003,0.3443359375,0.185360848903656,0.08499576552771032,0.041591816
977920,1571,3,1,0.2,-0.0911368578672409,1900,-0.9018107688426972,-0.04882900521624833,0.0003,0.329296875,0.06582117080688477,0.09700717906467617,0.040729813
983040,1170,8,2,0.2,-0.10333742946386337,1910,-0.8994252213835716,-0.05076666084816679,0.0003,0.3421875,0.15498346090316772,0.10163016317412257,0.04426239
988160,1144,13,3,0.2,-0.11552870273590088,1920,-0.9185307279229165,-0.05441477913642302,0.0003,0.35412109375,0.30005574226379395,0.07269690728746354,0.04611232
993280,1105,18,4,0.2,-0.10322365164756775,1930,-0.906333874464035,-0.05168825890403241,0.0003,0.351328125,0.3106154799461365,0.07866360082291067,0.046576418
998400,1103,23,5,0.2,-0.12486398965120316,1940,-0.9221870911121368,-0.051684189103543755,0.0003,0.3476171875,0.32786476612091064,0.06852955877315253,0.044446286
1003520,1099,27,6,0.2,-0.08125855028629303,1950,-0.9136151587963104,-0.04499250882305205,0.0003,0.33314453125,0.36447203159332275,0.07353002448566258,0.04522004
1008640,1098,32,7,0.2,-0.10042403638362885,1960,-0.9282996994256973,-0.045520860380493106,0.0003,0.34125,0.27154213190078735,0.07367489936761558,0.042377684
1013760,1093,37,8,0.2,-0.1131247729063034,1970,-0.9199924433231353,-0.05456269336631522,0.0003,0.36095703125,0.10250848531723022,0.07598945369943977,0.04702855
1018880,1085,42,9,0.2,-0.10621106624603271,1980,-0.9321185943484306,-0.05215094244107604,0.0003,0.35171875,0.16501599550247192,0.06880379640497267,0.046702158
1024000,1083,47,10,0.2,-0.09896128624677658,1990,-0.9009596273303032,-0.05252553179161623,0.0003,0.346875,0.2069970965385437,0.07336703155189753,0.04340208
1029120,2144,2,1,0.2,-0.09651439636945724,2000,-0.9175031396746636,-0.051583852756302805,0.0003,0.3578515625,0.34533601999282837,0.07949782176874579,0.04525808
1034240,1456,7,2,0.2,-0.1085859090089798,2010,-0.915155690908432,-0.053738517868332565,0.0003,0.346875,0.0647539496421814,0.07202814462594688,0.043834124
1039360,1247,12,3,0.2,-0.10444174706935883,2020,-0.8998450779914856,-0.05017869886942208,0.0003,0.33564453125,0.17875230312347412,0.08280350518412888,0.041527875
1044480,1186,17,4,0.2,-0.0992421805858612,2030,-0.9080967569351196,-0.04975887955282815,0.0003,0.33919921875,0.09368377923965454,0.08179519309662282,0.04225211
1049600,1165,21,5,0.2,-0.11209498345851898,2040,-0.9145841801166534,-0.050031511792913076,0.0003,0.3412890625,0.11127305030822754,0.08949570083990693,0.044379376
1054720,1132,27,6,0.2,-0.10419923067092896,2050,-0.9125671508908272,-0.05246889584697783,0.0003,0.33490234375,0.06507205963134766,0.09036165507510305,0.042218488
1059840,1126,31,7,0.2,-0.11763367056846619,2060,-0.9006556031107903,-0.05244424592703581,0.0003,0.3298828125,0.11408668756484985,0.08462980912998319,0.046472196
1064960,1124,36,8,0.2,-0.10116596519947052,2070,-0.893210421204567,-0.04976457935757935,0.0003,0.3534765625,0.10811692476272583,0.09219354724511504,0.049037166
1070080,1121,41,9,0.2,-0.09594665467739105,2080,-0.9091319340467453,-0.05082069076597691,0.0003,0.3303125,0.23564404249191284,0.10574502313509583,0.043068476
1075200,1119,45,10,0.2,-0.09211361408233643,2090,-0.9117532411217689,-0.04922842535888776,0.0003,0.34498046875,0.17428821325302124,0.09244865886867046,0.04365881
1080320,1511,3,1,0.2,-0.10228127241134644,2100,-0.8947137209773064,-0.054705864081624894,0.0003,0.3459765625,0.2851950526237488,0.09462487244978547,0.04354008
1085440,1205,8,2,0.2,-0.11056424677371979,2110,-0.888505964577198,-0.051400303486734626,0.0003,0.365625,-0.0055152177810668945,0.0937710391357541,0.050175987
1090560,1148,13,3,0.2,-0.10833745449781418,2120,-0.8952302917838096,-0.05218595504295081,0.0003,0.35806640625,0.06790196895599365,0.08111547668464482,0.047968786
1095680,1119,18,4,0.2,-0.11078590154647827,2130,-0.8910721951723098,-0.05392026723362506,0.0003,0.3526953125,0.2206011414527893,0.07682950777933001,0.048281573
1100800,1102,23,5,0.2,-0.10671863704919815,2140,-0.910608973801136,-0.04944931822596118,0.0003,0.338984375,0.1767944097518921,0.06859445337206126,0.048186406
1105920,1062,28,6,0.2,-0.11511947214603424,2150,-0.9030613958835602,-0.05090670605190098,0.0003,0.33419921875,0.19155055284500122,0.06346379682421684,0.04681806
1111040,1053,34,7,0.2,-0.0947786197066307,2160,-0.8906156688928604,-0.04919633551500738,0.0003,0.33263671875,0.21190160512924194,0.06363648624159396,0.04317668
1116160,1054,38,8,0.2,-0.10756421089172363,2170,-0.8829634383320808,-0.05022133833263069,0.0003,0.34744140625,0.2557675838470459,0.0613180420268327,0.04711944
1121280,1058,43,9,0.2,-0.10019936412572861,2180,-0.8750954321026803,-0.051297372451517734,0.0003,0.3496484375,0.3762192726135254,0.06780082555487751,0.045723893
1126400,1059,48,10,0.2,-0.09909982234239578,2190,-0.877669592499733,-0.05392582985106856,0.0003,0.33052734375,0.1698656678199768,0.06688865070231259,0.04935912
1131520,2011,2,1,0.2,-0.12440444529056549,2200,-0.882849503159523,-0.05555206896737218,0.0003,0.35572265625,-0.17520391941070557,0.06860452678985894,0.048936605
1136640,1337,7,2,0.2,-0.10467665642499924,2210,-0.8697527098655701,-0.056399146234616636,0.0003,0.3503515625,0.06418275833129883,0.0736580777913332,0.046734847
1141760,1204,12,3,0.2,-0.10412804037332535,2220,-0.8707349762320519,-0.05042133172508329,0.0003,0.331796875,0.15647095441818237,0.06977180125191808,0.045332924
1146880,1187,17,4,0.2,-0.10186651349067688,2230,-0.8675818538665772,-0.05385213837958872,0.0003,0.35826171875,0.2922161817550659,0.06919769923202694,0.0489906
1152000,1116,22,5,0.2,-0.09565865993499756,2240,-0.8651815560460091,-0.054577911272645,0.0003,0.34998046875,0.454134464263916,0.08392740465700627,0.049440436
1157120,1093,28,6,0.2,-0.10983610153198242,2250,-0.8849064639210701,-0.05034463766030967,0.0003,0.3367578125,0.18804043531417847,0.08896852998994291,0.044520922
1162240,1089,32,7,0.2,-0.0965336486697197,2260,-0.8825087139010429,-0.05031221006531268,0.0003,0.3582421875,0.3161298632621765,0.07637049180455506,0.048571657
1167360,1088,37,8,0.2,-0.11259766668081284,2270,-0.8941762048006058,-0.050670782674569634,0.0003,0.35873046875,0.25521206855773926,0.09429251192137598,0.047381714
1172480,1087,42,9,0.2,-0.10975903272628784,2280,-0.8924271020293236,-0.049318221542052926,0.0003,0.34896484375,0.4333636164665222,0.06596027853898705,0.0441781
1177600,1084,47,10,0.2,-0.11116018891334534,2290,-0.8945402628183365,-0.05317059471737593,0.0003,0.32720703125,0.19532841444015503,0.07298153622075915,0.041466802
1182720,1628,3,1,0.2,-0.10894307494163513,2300,-0.8925919768214226,-0.054802019628696144,0.0003,0.35287109375,0.20038223266601562,0.08713748455047607,0.04638665
1187840,1253,8,2,0.2,-0.10127359628677368,2310,-0.8881624364852905,-0.05003217480611056,0.0003,0.35150390625,0.10886067152023315,0.08642771220766007,0.047662858
1192960,1175,13,3,0.2,-0.11207912862300873,2320,-0.8885040482878686,-0.05538427456049248,0.0003,0.3575390625,0.29610687494277954,0.0702049167919904,0.047067847
1198080,1149,17,4,0.2,-0.09785082191228867,2330,-0.8783756199479104,-0.0501641265116632,0.0003,0.35529296875,0.26433902978897095,0.09153698813170194,0.04341151
1203200,1083,23,5,0.2,-0.10070650279521942,2340,-0.8446190890669822,-0.051678054081276056,0.0003,0.34998046875,0.1967144012451172,0.068739358112216,0.04777817
1208320,1065,28,6,0.2,-0.10964399576187134,2350,-0.883530652821064,-0.051982690715231004,0.0003,0.3496875,0.3500638008117676,0.06089162637479603,0.046079617
1213440,1061,33,7,0.2,-0.10986891388893127,2360,-0.8851129165291787,-0.05001185975968838,0.0003,0.3505078125,0.2522810697555542,0.06225951807573438,0.049859803
1218560,1074,38,8,0.2,-0.10603498667478561,2370,-0.8787927979230881,-0.04899257773067802,0.0003,0.36599609375,0.3153378367424011,0.06850341816432774,0.05159358
1223680,1079,42,9,0.2,-0.09779462218284607,2380,-0.8907018458843231,-0.05318420591298491,0.0003,0.37158203125,0.2985575795173645,0.07117752820253372,0.051137734
1228800,1077,47,10,0.2,-0.11249041557312012,2390,-0.8791136434674263,-0.05246738423127681,0.0003,0.356796875,0.33520597219467163,0.06707409735769033,0.049213022
1233920,1673,3,1,0.2,-0.08846624195575714,2400,-0.9074594148993492,-0.05348927110433579,0.0003,0.3498828125,0.20940065383911133,0.06880981648340821,0.05010117
1239040,1103,9,2,0.2,-0.09841972589492798,2410,-0.8902976828813552,-0.05505841853329912,0.0003,0.36068359375,0.14182376861572266,0.06801755162887275,0.051143557
1244160,960,15,3,0.2,-0.11366156488656998,2420,-0.8782634517550468,-0.05259202805813402,0.0003,0.3470703125,0.18369942903518677,0.061635383618995544,0.046755653
1249280,994,20,4,0.2,-0.1091824322938919,2430,-0.8777094596624374,-0.05533362138783559,0.0003,0.34294921875,0.1835384964942932,0.06598101705312728,0.04766053
1254400,1030,24,5,0.2,-0.10491694509983063,2440,-0.8615877288579941,-0.05224762865807861,0.0003,0.3536328125,0.37231260538101196,0.05397045088000595,0.04918321
1259520,1010,30,6,0.2,-0.10102140158414841,2450,-0.8638004267215729,-0.05392342326231301,0.0003,0.33935546875,0.3763890266418457,0.05854585091583431,0.047624506
1264640,1004,35,7,0.2,-0.10882366448640823,2460,-0.8825213015079498,-0.05347769835498184,0.0003,0.36056640625,0.1932966113090515,0.054672202188521625,0.054979425
1269760,988,41,8,0.2,-0.10582587867975235,2470,-0.878055003285408,-0.053187471018172804,0.0003,0.35384765625,0.20174884796142578,0.06654176787473261,0.04700673
1274880,992,46,9,0.2,-0.1016501635313034,2480,-0.8832523691654205,-0.055378180199768395,0.0003,0.35033203125,0.4098045229911804,0.061572819901630285,0.04986643
1280000,1001,51,10,0.2,-0.10288618505001068,2490,-0.8616399356722831,-0.05412384615978226,0.0003,0.34654296875,0.17963528633117676,0.0740759993251413,0.047275912
1285120,1827,2,1,0.2,-0.10293809324502945,2500,-0.8439857634902,-0.05048810844309628,0.0003,0.33171875,0.2836649417877197,0.07815159960649908,0.051329106
1290240,1348,7,2,0.2,-0.08504553884267807,2510,-0.833492961525917,-0.05075736335944384,0.0003,0.32197265625,0.17281830310821533,0.08458787873387337,0.04360454
1295360,1242,12,3,0.2,-0.10402530431747437,2520,-0.8524526345729828,-0.05245135039323941,0.0003,0.33720703125,0.23157793283462524,0.07533792741596698,0.0511805
1300480,1200,17,4,0.2,-0.10922065377235413,2530,-0.8296789434552193,-0.05210916076786816,0.0003,0.33986328125,0.20075607299804688,0.07241606765426695,0.044753563
1305600,1155,22,5,0.2,-0.08418411016464233,2540,-0.8275734409689903,-0.04616152150090784,0.0003,0.35037109375,0.38101327419281006,0.07374502932652831,0.048441213
1310720,1147,26,6,0.2,-0.08969831466674805,2550,-0.8427407118678093,-0.04731548564508557,0.0003,0.34529296875,0.31325942277908325,0.09200678594410419,0.047513492
1315840,1140,31,7,0.2,-0.11870412528514862,2560,-0.8651686826348305,-0.05232381551526487,0.0003,0.35533203125,0.28951752185821533,0.08414536606520415,0.048077323
1320960,1125,36,8,0.2,-0.11324283480644226,2570,-0.9004357743263245,-0.055515111268032345,0.0003,0.356640625,0.3180621862411499,0.07241980604827404,0.047307372
1326080,1117,41,9,0.2,-0.09954366087913513,2580,-0.8851183414459228,-0.05494253726210445,0.0003,0.380859375,0.2963988184928894,0.08310418670997023,0.056051977
1331200,1113,46,10,0.2,-0.08968321979045868,2590,-0.8694991907477378,-0.050819388977251946,0.0003,0.37185546875,0.270346999168396,0.07087706323713064,0.054573614
