time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/clip_range,train/loss,train/approx_kl,train/explained_variance,train/learning_rate,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction
18,1108,327680,4,0.2,0.0034314990043640137,0.019231904,0.3223873972892761,0.0003,630,-0.3905903559923172,-0.015003327666781842,0.07071618892252446,0.1162109375
23,1080,332800,5,0.2,0.012919638305902481,0.01854277,0.44095098972320557,0.0003,640,-0.3878886583447456,-0.01732173846801743,0.11160068217664958,0.1350390625
28,1061,337920,6,0.2,0.009457342326641083,0.017531583,0.5639330744743347,0.0003,650,-0.39102624997496604,-0.01577237599296495,0.11284193735569716,0.12158203125
34,1049,343040,7,0.2,0.02296615019440651,0.02153025,0.48869073390960693,0.0003,660,-0.4206512230634689,-0.017477157465182244,0.15986524313688277,0.13830078125
39,1044,348160,8,0.2,0.011826276779174805,0.02553587,0.5758421421051025,0.0003,670,-0.442203291207552,-0.01606001297943294,0.13231316957622766,0.1451171875
44,1035,353280,9,0.2,0.013229049742221832,0.020128584,0.2537800669670105,0.0003,680,-0.4585089145600796,-0.01797772601712495,0.11170905787497759,0.14841796875
49,1030,358400,10,0.2,0.0037285909056663513,0.022763668,0.4611731767654419,0.0003,690,-0.45735800921916964,-0.019576987239997835,0.12219962831586599,0.169765625
2,1811,363520,1,0.2,0.0015621855854988098,0.019618351,0.304915189743042,0.0003,700,-0.4534868150949478,-0.01755473716650158,0.1239695730432868,0.15587890625
7,1289,368640,2,0.2,0.00019300170242786407,0.021016872,0.0692029595375061,0.0003,710,-0.428202448040247,-0.01498224028153345,0.058269833121448754,0.15880859375
12,1184,373760,3,0.2,-0.010473193600773811,0.024975594,0.20584231615066528,0.0003,720,-0.43076584711670873,-0.01749034007079899,0.05915223332121968,0.17146484375
18,1137,378880,4,0.2,0.0020867101848125458,0.023520213,0.26252859830856323,0.0003,730,-0.4119075192511082,-0.014865139448083937,0.061625741496682165,0.1447265625
23,1110,384000,5,0.2,-0.008683808147907257,0.022731569,0.3784826397895813,0.0003,740,-0.4228201726078987,-0.01873558944091201,0.0753773289360106,0.14978515625
28,1096,389120,6,0.2,-0.0036291293799877167,0.02401797,0.544165849685669,0.0003,750,-0.41231877490878105,-0.017103043394163252,0.08200039815157652,0.1455078125
33,1083,394240,7,0.2,-0.0005407370626926422,0.017055525,0.609154224395752,0.0003,760,-0.4088093523681164,-0.015327436372172088,0.10767340244725347,0.13412109375
38,1075,399360,8,0.2,-0.018036091700196266,0.017287206,0.5846149921417236,0.0003,770,-0.3661288747191429,-0.016613403959199788,0.10028375014662742,0.13009765625
43,1065,404480,9,0.2,0.00280848890542984,0.017438175,0.6799590587615967,0.0003,780,-0.345696063041687,-0.014157116829883307,0.1044045983441174,0.12458984375
48,1054,409600,10,0.2,-0.024444328621029854,0.025245437,0.6005642414093018,0.0003,790,-0.34626640275120735,-0.01431023507611826,0.04700259568169713,0.1353125
3,1688,414720,1,0.2,-0.008534152060747147,0.020984244,0.701066255569458,0.0003,800,-0.35290264695882795,-0.017643664048518984,0.06089175848290324,0.1449609375
8,1273,419840,2,0.2,0.05010403320193291,0.021091277,0.6240731477737427,0.0003,810,-0.4340159296989441,-0.017115569640882313,0.18353131357580424,0.1380078125
12,1184,424960,3,0.2,0.028812861070036888,0.032405984,0.25728267431259155,0.0003,820,-0.4680694597959518,-0.017137542257551104,0.13922271315008403,0.168984375
17,1142,430080,4,0.2,0.024014770984649658,0.017889421,0.39525556564331055,0.0003,830,-0.5302216275036336,-0.017739134118892254,0.15431590840220452,0.14177734375
23,1106,435200,5,0.2,0.01821380853652954,0.018453192,0.5205127000808716,0.0003,840,-0.5381410889327526,-0.017199613344855605,0.13659089345484973,0.1539453125
28,1088,440320,6,0.2,0.0062083899974823,0.023994949,0.4773908853530884,0.0003,850,-0.5186875866353512,-0.01788459545234218,0.14225067380815745,0.15857421875
33,1078,445440,7,0.2,0.038999393582344055,0.02333869,0.5163078308105469,0.0003,860,-0.5512407188117504,-0.022240259391255675,0.16927744310349227,0.17796875
38,1071,450560,8,0.2,0.009387131780385971,0.023982558,0.6017009019851685,0.0003,870,-0.529240969568491,-0.0214171767514199,0.1478213034942746,0.16369140625
43,1063,455680,9,0.2,0.001749720424413681,0.021972109,0.39726847410202026,0.0003,880,-0.4827543000876904,-0.017331492889206858,0.10284334637224674,0.1808203125
48,1053,460800,10,0.2,0.011750675737857819,0.022083957,0.38202965259552,0.0003,890,-0.4730135956406593,-0.02050122421933338,0.134347157292068,0.1537109375
3,1619,465920,1,0.2,-0.0060341693460941315,0.020667972,0.38259023427963257,0.0003,900,-0.45921805784106257,-0.01700278401141986,0.08580815924331546,0.1508984375
7,1292,471040,2,0.2,0.0012183189392089844,0.03412278,0.23652589321136475,0.0003,910,-0.464308852404356,-0.020818862977903335,0.08133394900709391,0.174140625
12,1221,476160,3,0.2,0.004634879529476166,0.023316568,0.2842175364494324,0.0003,920,-0.4938043110072613,-0.024246564970817418,0.10972303811460733,0.1658984375
17,1193,481280,4,0.2,0.003967162221670151,0.02135277,0.29130733013153076,0.0003,930,-0.4741150385141373,-0.02081118325702846,0.11516386568546295,0.15642578125
22,1125,486400,5,0.2,-0.016547515988349915,0.02095901,0.3985222578048706,0.0003,940,-0.4985323280096054,-0.022564256726764143,0.11334593726322055,0.1570703125
27,1108,491520,6,0.2,0.028825290501117706,0.027293792,0.3923524022102356,0.0003,950,-0.48412513807415963,-0.02207437588600442,0.1241929117962718,0.16748046875
32,1105,496640,7,0.2,0.020201511681079865,0.0252361,0.4646288752555847,0.0003,960,-0.5128389228880406,-0.020707219045143575,0.16041007578372957,0.17197265625
37,1101,501760,8,0.2,0.00602191686630249,0.024903314,0.25765252113342285,0.0003,970,-0.4988036774098873,-0.02429434780962765,0.13387844424694775,0.1694140625
42,1092,506880,9,0.2,0.014286674559116364,0.021753518,0.28999459743499756,0.0003,980,-0.5573505313694477,-0.02466289893258363,0.15367899511009456,0.1686328125
