time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,train/approx_kl,curriculum/max_steps,train/loss,curriculum/obs_quantity,train/explained_variance,train/stage_learning_rate,curriculum/stage_timesteps,train/value_loss,train/learning_rate,curriculum/preferred_eval_mode,train/ent_coef,train/policy_gradient_loss,train/n_updates,train/clip_range,curriculum/stage,curriculum/grid_size,train/clip_fraction,train/entropy_loss,eval/mean_reward,eval/mean_ep_length,eval/std_ep_length,eval/deterministic,eval/stage,eval/stage_timesteps,eval/full_coverage_rate,eval/std_reward,eval/promotion_min_mean_reward,eval/deterministic_quality_passed,eval/quality_promotion_passed,eval/promotion_max_mean_length,eval/mode_gap,eval/coverage_promotion_passed,eval/promotion_passed,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/diagnostic_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/stochastic_quality_passed
10,5.765341758728027,61,291.85,837,1346560,0.0069866157,,0.28680211305618286,,0.30485475063323975,,,0.7024781194329262,0.0002,,,-0.0019266452873125672,1308,0.2,,,0.0611328125,-0.4086985370516777,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.006516284,,0.19814413785934448,,0.35443735122680664,,,0.5498240649700165,0.0002,,,-0.0026912194257602095,1313,0.2,,,0.0625,-0.40233558118343354,5.961330215930939,287.68,95.83912353522439,0,3,870400,0.8,2.7137873227597433,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.85406807642816,370.3,115.2864692841272,1,3,870400,0.27,3.640959667512913,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,870400,,,6.75,0,0,157.3,0.53,0,0,0.27,0.475,0.8,0.8,0.8,0
1,5.85458517074585,3,287.68,1286,1351680,,440,,15,,0.0002,870400,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.693791389465332,10,293.46,1005,1356800,0.011302833,,0.24305753409862518,,0.3362119197845459,,,0.5591446682810783,0.0002,,,-0.001515016769990325,1318,0.2,,,0.0754296875,-0.36208991080522535,,,,,,,,,,,,,,,,,,,,,
3,6.116720676422119,16,282.05,938,1361920,0.0069162347,,0.17775897681713104,,0.3468608260154724,,,0.46108428090810777,0.0002,,,-0.0008107460895553231,1323,0.2,,,0.06546875,-0.3676401075720787,,,,,,,,,,,,,,,,,,,,,
4,6.174458026885986,22,281.94,910,1367040,0.0051848004,,0.25545844435691833,,0.36398208141326904,,,0.621384265422821,0.0002,,,-0.0005583109939470887,1328,0.2,,,0.0627734375,-0.4115066510438919,,,,,,,,,,,,,,,,,,,,,
5,6.0613603591918945,28,286.58,892,1372160,0.004324151,,0.2570222318172455,,0.5411568880081177,,,0.5261426827311516,0.0002,,,-0.0021594008011743427,1333,0.2,,,0.0541796875,-0.42671246141195296,,,,,,,,,,,,,,,,,,,,,
6,6.394116401672363,34,275.89,883,1377280,0.006517033,,0.25215134024620056,,0.6246565580368042,,,0.4920410442352295,0.0002,,,-0.002849851492792368,1338,0.2,,,0.0566015625,-0.42486208856105806,,,,,,,,,,,,,,,,,,,,,
7,6.457752227783203,40,269.79,877,1382400,0.004814328,,0.20970512926578522,,0.6555765867233276,,,0.4697625795006752,0.0002,,,-0.002398726283572614,1343,0.2,,,0.0461328125,-0.3912531426548958,,,,,,,,,,,,,,,,,,,,,
8,6.453597545623779,47,269.32,853,1387520,0.0061831833,,0.14458483457565308,,0.6473824977874756,,,0.360112642198801,0.0002,,,-0.001706342869438231,1348,0.2,,,0.0575390625,-0.39540930449962614,,,,,,,,,,,,,,,,,,,,,
9,6.293574333190918,54,277.65,840,1392640,0.01057185,,0.20311614871025085,,0.6122856736183167,,,0.3888192883133888,0.0002,,,-0.0004926417395472527,1353,0.2,,,0.08828125,-0.3804120275378227,,,,,,,,,,,,,,,,,,,,,
10,6.215921401977539,61,278.16,829,1397760,0.009995791,,0.22082696855068207,,0.5690090656280518,,,0.43633151054382324,0.0002,,,-0.0011971954768523574,1358,0.2,,,0.072109375,-0.3649498206377029,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.008611651,,0.20975686609745026,,0.4834122061729431,,,0.3479326732456684,0.0002,,,-0.002233664975501597,1363,0.2,,,0.0766796875,-0.3631614673137665,5.448763860901818,319.84,91.8134761350424,0,3,921600,0.74,2.8658330398743375,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.6601206418126822,401.97,88.74383978620713,1,3,921600,0.16,3.197026948827911,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,921600,,,6.75,0,0,157.3,0.58,0,0,0.16,0.475,0.74,0.74,0.74,0
1,5.787809371948242,3,292.27,1487,1402880,,440,,15,,0.0002,921600,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.554386615753174,10,303.07,1023,1408000,0.010300389,,0.16352909803390503,,0.33347511291503906,,,0.29812205091118815,0.0002,,,-0.00111819660756737,1368,0.2,,,0.086015625,-0.35596381753683093,,,,,,,,,,,,,,,,,,,,,
3,5.585200786590576,16,305.51,950,1413120,0.0035978742,,0.23671117424964905,,0.24248838424682617,,,0.46035410434007645,0.0002,,,-0.0006585222296416759,1373,0.2,,,0.063359375,-0.3331242015957832,,,,,,,,,,,,,,,,,,,,,
4,5.7172441482543945,22,301.48,914,1418240,0.009989871,,0.1965561807155609,,0.23964107036590576,,,0.5558195361495017,0.0002,,,-0.0020619792910292743,1378,0.2,,,0.077265625,-0.36358185052871705,,,,,,,,,,,,,,,,,,,,,
5,5.719913959503174,28,299.77,891,1423360,0.0044230456,,0.290720134973526,,0.27598392963409424,,,0.5538612282276154,0.0002,,,-0.0005044713383540511,1383,0.2,,,0.057890625,-0.38686826556921006,,,,,,,,,,,,,,,,,,,,,
6,5.990505218505859,35,293.81,876,1428480,0.005365367,,0.33656206727027893,,0.2943379878997803,,,0.5591396227478981,0.0002,,,-0.000638192961923778,1388,0.2,,,0.0673828125,-0.4162303775548935,,,,,,,,,,,,,,,,,,,,,
7,6.305482864379883,41,281.8,867,1433600,0.006338329,,0.24201038479804993,,0.3316236734390259,,,0.5228507733345031,0.0002,,,-0.0012220645602792502,1393,0.2,,,0.07390625,-0.40994492948055267,,,,,,,,,,,,,,,,,,,,,
8,6.298431873321533,47,283.82,861,1438720,0.00765583,,0.2373456507921219,,0.459159791469574,,,0.47321278631687164,0.0002,,,-0.002228499366901815,1398,0.2,,,0.0768359375,-0.39864788949489594,,,,,,,,,,,,,,,,,,,,,
9,6.1051812171936035,53,288.77,855,1443840,0.007288892,,0.21758034825325012,,0.35878312587738037,,,0.5413990327715874,0.0002,,,-0.0022075748443603515,1403,0.2,,,0.0618359375,-0.3894426083564758,,,,,,,,,,,,,,,,,,,,,
10,6.023550033569336,60,292.79,851,1448960,0.0070200115,,0.16373632848262787,,0.34509921073913574,,,0.36782479971647264,0.0002,,,-0.0031476326705887916,1408,0.2,,,0.0734765625,-0.37627429991960526,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.006872064,,0.3761095702648163,,0.3036731481552124,,,0.498432814180851,0.0002,,,-0.002790006473660469,1413,0.2,,,0.081015625,-0.3681070965528488,6.643039894998074,268.54,77.66381654284059,0,3,972800,0.9,2.009098447336963,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.2593174478321452,386.23,105.1086918384964,1,3,972800,0.21,3.4346241819919845,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,972800,,,6.75,0,0,157.3,0.6900000000000001,0,0,0.21,0.475,0.9,0.9,0.9,0
1,6.087945938110352,3,292.72,1524,1454080,,440,,15,,0.0002,972800,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.979002475738525,10,291.41,1022,1459200,0.0040012873,,0.2663186490535736,,0.3125022053718567,,,0.5819131720066071,0.0002,,,-0.0022790660336613655,1418,0.2,,,0.0424609375,-0.34791290402412417,,,,,,,,,,,,,,,,,,,,,
3,6.000363349914551,16,290.33,931,1464320,0.0074707745,,0.19786399602890015,,0.31462299823760986,,,0.5423439937829971,0.0002,,,-0.003214918631128967,1423,0.2,,,0.0716015625,-0.38057676404714585,,,,,,,,,,,,,,,,,,,,,
4,6.133017063140869,22,278.02,910,1469440,0.0063148104,,0.21340148150920868,,0.3516274690628052,,,0.5127916041016579,0.0002,,,-0.0019496820634230972,1428,0.2,,,0.0625390625,-0.3621581420302391,,,,,,,,,,,,,,,,,,,,,
5,6.39491081237793,28,268.28,897,1474560,0.008307578,,0.21406251192092896,,0.4445958733558655,,,0.5532343631982803,0.0002,,,-0.000816682199947536,1433,0.2,,,0.08609375,-0.365527072250843,,,,,,,,,,,,,,,,,,,,,
6,6.346051216125488,34,268.82,889,1479680,0.007865486,,0.25129109621047974,,0.45142990350723267,,,0.5153756776452064,0.0002,,,-0.0029763587890192867,1438,0.2,,,0.065234375,-0.35257371455430986,,,,,,,,,,,,,,,,,,,,,
7,6.400791645050049,40,270.59,882,1484800,0.009179107,,0.17969346046447754,,0.4712153673171997,,,0.4084914094209671,0.0002,,,-4.611397162079811e-05,1443,0.2,,,0.0735546875,-0.3341165417432785,,,,,,,,,,,,,,,,,,,,,
8,6.483494758605957,46,265.24,875,1489920,0.008159287,,0.20405010879039764,,0.4019753336906433,,,0.432608303129673,0.0002,,,-0.0019270185614004732,1448,0.2,,,0.0712890625,-0.32154522091150284,,,,,,,,,,,,,,,,,,,,,
9,6.096639633178711,53,286.13,863,1495040,0.008796883,,0.1998075544834137,,0.4514825940132141,,,0.399319276958704,0.0002,,,-0.003104178588837385,1453,0.2,,,0.076484375,-0.34614878296852114,,,,,,,,,,,,,,,,,,,,,
10,6.057236194610596,59,290.31,855,1500160,0.008300641,,0.14859886467456818,,0.21597903966903687,,,0.29789455235004425,0.0002,,,-0.0007610179483890534,1458,0.2,,,0.063046875,-0.32294456332921984,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.007254834,,0.2628438174724579,,0.24391502141952515,,,0.503056768476963,0.0002,,,-0.0026447896985337138,1463,0.2,,,0.0814453125,-0.3474051663279533,6.450295957177877,270.61,89.22745037262916,0,3,1024000,0.87,2.284780077799965,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.4853312522545457,381.43,111.13462601727691,1,3,1024000,0.22,3.395732317810591,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1024000,,,6.75,0,0,157.3,0.65,0,0,0.22,0.475,0.87,0.87,0.87,0
1,5.891633987426758,3,294.09,1339,1505280,,440,,15,,0.0002,1024000,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.844549179077148,10,290.58,985,1510400,0.0068700486,,0.11194076389074326,,0.26245832443237305,,,0.3815009231865406,0.0002,,,-0.001622907482087612,1468,0.2,,,0.0579296875,-0.35803430318832397,,,,,,,,,,,,,,,,,,,,,
3,5.826070785522461,16,292.09,934,1515520,0.0038392786,,0.32920801639556885,,0.3322194218635559,,,0.6010242962837219,0.0002,,,0.0003427806915715337,1473,0.2,,,0.052265625,-0.34968559086322787,,,,,,,,,,,,,,,,,,,,,
4,5.993169784545898,22,282.47,910,1520640,0.006086941,,0.34345510601997375,,0.22499150037765503,,,0.585952771306038,0.0002,,,-0.0011165071558207273,1478,0.2,,,0.0571484375,-0.3606922343373299,,,,,,,,,,,,,,,,,,,,,
5,6.144381046295166,28,275.92,882,1525760,0.0034257304,,0.2719103693962097,,0.2085382342338562,,,0.5311754232645035,0.0002,,,-0.0008850444899871946,1483,0.2,,,0.053046875,-0.3623548302054405,,,,,,,,,,,,,,,,,,,,,
6,6.217401504516602,35,275.36,866,1530880,0.0072443425,,0.2260856181383133,,0.20316922664642334,,,0.4837320554256439,0.0002,,,-0.0014641389064490795,1488,0.2,,,0.0584375,-0.338693408370018,,,,,,,,,,,,,,,,,,,,,
7,6.396000862121582,41,271.33,856,1536000,0.004053349,,0.2377358376979828,,0.27693265676498413,,,0.46048752665519715,0.0002,,,0.0005600586766377092,1493,0.2,,,0.0666796875,-0.3724959126114845,,,,,,,,,,,,,,,,,,,,,
8,6.185049057006836,48,282.25,846,1541120,0.010112735,,0.19937515258789062,,0.25580984354019165,,,0.5034480336308479,0.0002,,,-0.0017305695032700896,1498,0.2,,,0.0761328125,-0.3464560222625732,,,,,,,,,,,,,,,,,,,,,
9,6.201791763305664,54,278.07,839,1546240,0.0054938295,,0.1683054119348526,,0.20779353380203247,,,0.4537510350346565,0.0002,,,-0.0014927134523168206,1503,0.2,,,0.06109375,-0.37009962409734726,,,,,,,,,,,,,,,,,,,,,
10,6.063539981842041,61,282.7,835,1551360,0.0049649933,,0.2302488088607788,,0.24968582391738892,,,0.5274160879850388,0.0002,,,-0.00040436703246086834,1508,0.2,,,0.0526953125,-0.34375926226377485,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0047478657,,0.24184492230415344,,0.29187923669815063,,,0.5497002890706062,0.0002,,,-0.0021877316758036613,1513,0.2,,,0.05359375,-0.33794435888528823,6.45715745985508,268.59,91.04747058540397,0,3,1075200,0.87,2.2387027240424637,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.7874259246140718,368.64,120.88924848802725,1,3,1075200,0.26,3.6069175435214236,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1075200,,,6.75,0,0,157.3,0.61,0,0,0.26,0.475,0.87,0.87,0.87,0
1,6.108417987823486,3,282.15,1506,1556480,,440,,15,,0.0002,1075200,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,5.9458160400390625,9,284.58,1045,1561600,0.0056268065,,0.3520522117614746,,0.21011757850646973,,,0.5455831295251846,0.0002,,,-0.0006163745047524571,1518,0.2,,,0.05328125,-0.3125492966175079,,,,,,,,,,,,,,,,,,,,,
3,6.11417293548584,15,284.3,969,1566720,0.00338415,,0.21743294596672058,,0.4219607710838318,,,0.4958734667301178,0.0002,,,-0.00038526495220139625,1523,0.2,,,0.0390234375,-0.3158065047860146,,,,,,,,,,,,,,,,,,,,,
4,6.1509809494018555,21,281.12,933,1571840,0.004381489,,0.23971740901470184,,0.26272809505462646,,,0.5367869305610656,0.0002,,,0.0003414279129356146,1528,0.2,,,0.0561328125,-0.3163018524646759,,,,,,,,,,,,,,,,,,,,,
5,5.936656951904297,28,287.21,910,1576960,0.0038861379,,0.23397715389728546,,0.2591559886932373,,,0.5103040811419487,0.0002,,,-0.001193584781140089,1533,0.2,,,0.0447265625,-0.3251887434720993,,,,,,,,,,,,,,,,,,,,,
6,6.000210762023926,34,285.59,894,1582080,0.005883933,,0.20007921755313873,,0.3966778516769409,,,0.4762682929635048,0.0002,,,-0.0008600884745828808,1538,0.2,,,0.0560546875,-0.31164679646492005,,,,,,,,,,,,,,,,,,,,,
7,5.937037467956543,40,283.3,880,1587200,0.007176994,,0.2609589099884033,,0.38538825511932373,,,0.47243656128644945,0.0002,,,-0.002277396386489272,1543,0.2,,,0.0530078125,-0.3140728560090065,,,,,,,,,,,,,,,,,,,,,
8,6.039185047149658,46,274.38,873,1592320,0.00577725,,0.29785487055778503,,0.39118796586990356,,,0.4910072913765907,0.0002,,,0.00025698616402223705,1548,0.2,,,0.04890625,-0.31743778675794604,,,,,,,,,,,,,,,,,,,,,
9,6.027594089508057,53,272.71,869,1597440,0.0047226846,,0.23100057244300842,,0.4356931447982788,,,0.6015920382738114,0.0002,,,-0.001255854272749275,1553,0.2,,,0.0497265625,-0.33385626405477525,,,,,,,,,,,,,,,,,,,,,
10,5.9501051902771,59,274.71,866,1602560,0.007723149,,0.14179185032844543,,0.3914003372192383,,,0.34193011730909345,0.0002,,,-0.00212022224906832,1558,0.2,,,0.06875,-0.32365709990262986,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0077276803,,0.20812790095806122,,0.2460915446281433,,,0.447690744549036,0.0002,,,-0.0011474967887625098,1563,0.2,,,0.0623828125,-0.31342913627624513,6.297451006770134,272.45,89.66118167858374,0,3,1126400,0.86,2.490123845043323,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.6901042186096311,370.51,120.85640198185612,1,3,1126400,0.25,3.6030169289694296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1126400,,,6.75,0,0,157.3,0.61,0,0,0.25,0.475,0.86,0.86,0.86,0
1,5.906069278717041,3,275.1,1281,1607680,,440,,15,,0.0002,1126400,,,1,0.015,,,,3,11,,,,,,,,,,,,,,,,,,,,,,,
2,6.159832000732422,10,272.12,961,1612800,0.006965501,,0.2416989505290985,,0.3332669734954834,,,0.546725087761879,0.0002,,,-0.001902584293857217,1568,0.2,,,0.06203125,-0.3121191444993019,,,,,,,,,,,,,,,,,,,,,
3,6.224709987640381,16,271.26,911,1617920,0.004576238,,0.29237592220306396,,0.3762238025665283,,,0.48526225447654725,0.0002,,,-0.0008808249048888684,1573,0.2,,,0.0559765625,-0.29518121257424357,,,,,,,,,,,,,,,,,,,,,
4,6.248582363128662,23,270.27,883,1623040,0.007890323,,0.28545430302619934,,0.2896103858947754,,,0.5697020918130875,0.0002,,,-0.00011578441131860018,1578,0.2,,,0.0562890625,-0.3077693846821785,,,,,,,,,,,,,,,,,,,,,
5,6.318194389343262,29,269.01,864,1628160,0.0043160324,,0.285951167345047,,0.33192408084869385,,,0.5125681191682816,0.0002,,,-0.0004962349915876985,1583,0.2,,,0.0486328125,-0.2995607525110245,,,,,,,,,,,,,,,,,,,,,
6,6.270578384399414,36,270.63,853,1633280,0.00801603,,0.19697324931621552,,0.28826725482940674,,,0.48953461199998854,0.0002,,,-0.0002510685240849853,1588,0.2,,,0.0601953125,-0.3093418899178505,,,,,,,,,,,,,,,,,,,,,
7,6.084798812866211,42,275.21,850,1638400,0.006086138,,0.15004171431064606,,0.1587820053100586,,,0.43676692858338356,0.0002,,,-0.00016616560518741607,1593,0.2,,,0.0593359375,-0.3137186260521412,,,,,,,,,,,,,,,,,,,,,
8,5.902697563171387,48,285.55,844,1643520,0.004559732,,0.2779400944709778,,0.21975243091583252,,,0.5078064969182015,0.0002,,,-0.00026982567040249704,1598,0.2,,,0.0519921875,-0.32973135203123094,,,,,,,,,,,,,,,,,,,,,
9,5.994683265686035,54,280.28,838,1648640,0.004402484,,0.24003982543945312,,0.19136548042297363,,,0.4823458853363991,0.0002,,,-0.0012499755807220936,1603,0.2,,,0.0533203125,-0.31141927748918535,,,,,,,,,,,,,,,,,,,,,
10,5.983333587646484,61,282.11,836,1653760,0.003172908,,0.29656150937080383,,0.23023462295532227,,,0.586222480237484,0.0002,,,-0.001053766654804349,1608,0.2,,,0.03921875,-0.3432895311713219,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.0036285035,,0.2913123369216919,,0.22380787134170532,,,0.5812852928042411,0.0002,,,-0.0023042274406179786,1613,0.2,,,0.0421484375,-0.311532698571682,6.07152619510889,272.92,97.86630472230982,0,3,1177600,0.81,2.6818111199540504,,,,,,,,,,,,,
