time/iterations,time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,train/clip_range,train/ent_coef,train/clip_fraction,train/explained_variance,curriculum/preferred_eval_mode,train/stage_learning_rate,train/loss,train/entropy_loss,curriculum/max_steps,curriculum/obs_quantity,train/learning_rate,curriculum/stage_timesteps,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/value_loss,curriculum/grid_size,curriculum/stage,eval/full_coverage_rate,eval/mean_ep_length,eval/stage,eval/std_reward,eval/deterministic,eval/std_ep_length,eval/mean_reward,eval/stage_timesteps,eval/mode_gap,eval/deterministic_full_coverage_rate,eval/deterministic_promotion_floor,eval/promotion_full_coverage_rate,eval/stochastic_full_coverage_rate,eval/promotion_passed,eval/diagnostic_full_coverage_rate
2,718,7.370121955871582,1402880,101.08,14,0.2,,0.062890625,0.4418399930000305,,,0.06639012694358826,-0.2037005279958248,,,0.0002,,1363,-0.004509296598844231,0.008872305,0.19843339815735817,,,,,,,,,,,,,,,,,
3,669,7.500994682312012,1408000,94.39,22,0.2,,0.068828125,0.5400642156600952,,,0.08446377515792847,-0.22209804370999336,,,0.0002,,1368,0.0005124746356159448,0.005679869,0.19273292735219003,,,,,,,,,,,,,,,,,
4,650,7.559490203857422,1413120,95.07,31,0.2,,0.0521875,0.5939940214157104,,,0.08365258574485779,-0.20474910899996757,,,0.0002,,1373,-0.0017101857648231088,0.00887922,0.20851266875863075,,,,,,,,,,,,,,,,,
5,639,7.541144847869873,1418240,91.49,40,0.2,,0.0383203125,0.6400132775306702,,,0.09430550038814545,-0.18743490427732468,,,0.0002,,1378,-0.0006960022775456309,0.0045097778,0.2004798346757889,,,,,,,,,,,,,,,,,
6,633,7.704442024230957,1423360,86.87,48,0.2,,0.0401953125,0.6219911575317383,,,0.06438709795475006,-0.1487659791111946,,,0.0002,,1383,-0.000947885881178081,0.00534111,0.17529915437102317,,,,,,,,,,,,,,,,,
7,628,7.724832057952881,1428480,89.89,57,0.2,,0.04890625,0.624552845954895,,,0.09188558161258698,-0.158672955930233,,,0.0002,,1388,-0.0003179144393652678,0.006471137,0.18359472185373307,,,,,,,,,,,,,,,,,
8,624,7.371859550476074,1433600,102.98,65,0.2,,0.0587109375,0.6689471006393433,,,0.06501839309930801,-0.1822393073141575,,,0.0002,,1393,-0.0017207724740728736,0.0073937336,0.15603009723126887,,,,,,,,,,,,,,,,,
9,621,7.121140003204346,1438720,111.32,74,0.2,,0.059765625,0.7120013236999512,,,0.06490381807088852,-0.21291014179587364,,,0.0002,,1398,0.001495489333756268,0.009954938,0.16931949362158774,,,,,,,,,,,,,,,,,
10,617,7.169952392578125,1443840,110.12,82,0.2,,0.0409765625,0.6717385053634644,,,0.1034882515668869,-0.19686082139611244,,,0.0002,,1403,-0.0005076977610588073,0.005916553,0.2247130997478962,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0574609375,0.6531000733375549,,,0.1226404532790184,-0.18017517179250717,,,0.0002,,1408,1.5324708074331282e-05,0.009435653,0.2186518833041191,,,0.99,91.39,2,0.9084206808647486,0,40.747244078587705,7.666124551296234,1075200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.64,161.34,2,4.604444462301391,1,119.23524814416248,4.494293720275164,1075200,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1075200,0.35,0.64,0.768,0.99,0.99,0,0.99
1,867,7.154799938201904,1448960,110.44,5,,0.008,,,1,0.0002,,,320,8,,1075200,,,,,8,2,,,,,,,,,,,,,,,
2,674,7.013464450836182,1454080,112.91,15,0.2,,0.0519921875,0.3959885835647583,,,0.11644212901592255,-0.1806519089639187,,,0.0002,,1413,0.00010173274669796229,0.00929647,0.19773846432566644,,,,,,,,,,,,,,,,,
3,642,7.050656318664551,1459200,113.99,23,0.2,,0.06953125,0.5305884480476379,,,0.0804247036576271,-0.18296793699264527,,,0.0002,,1418,-0.00545434876345098,0.0097152935,0.18185377061367036,,,,,,,,,,,,,,,,,
4,629,7.4143171310424805,1464320,102.07,32,0.2,,0.0530078125,0.5315257906913757,,,0.06157812476158142,-0.1772289851307869,,,0.0002,,1423,-0.000874096630141139,0.008756352,0.1884313316643238,,,,,,,,,,,,,,,,,
5,624,7.595714569091797,1469440,91.52,40,0.2,,0.0530859375,0.6266899704933167,,,0.06073606014251709,-0.17595288410782814,,,0.0002,,1428,-0.005249082292430103,0.0068595014,0.19615409687161445,,,,,,,,,,,,,,,,,
6,619,7.507181167602539,1474560,99.73,49,0.2,,0.0471484375,0.6637248992919922,,,0.06857357174158096,-0.17710269510746002,,,0.0002,,1433,-0.002947507412172854,0.0055049406,0.1828567238152027,,,,,,,,,,,,,,,,,
7,615,7.364743709564209,1479680,107.65,58,0.2,,0.062265625,0.6517181396484375,,,0.09081722050905228,-0.19765433728694914,,,0.0002,,1438,-0.0007460851175710559,0.006389261,0.21479113325476645,,,,,,,,,,,,,,,,,
8,612,7.314728260040283,1484800,102.2,66,0.2,,0.040859375,0.5024254322052002,,,0.10827622562646866,-0.17967889606952667,,,0.0002,,1443,0.00038910018745809795,0.004720976,0.20387757897377015,,,,,,,,,,,,,,,,,
9,611,7.537237644195557,1489920,92.52,75,0.2,,0.043828125,0.6110873222351074,,,0.05441892892122269,-0.1830071224272251,,,0.0002,,1448,0.0004536104062572122,0.005840821,0.19837484881281853,,,,,,,,,,,,,,,,,
10,609,7.404771327972412,1495040,96.9,83,0.2,,0.038125,0.6033698320388794,,,0.11938560009002686,-0.1746634179353714,,,0.0002,,1453,-0.0006810465874150395,0.0053988392,0.2356502404808998,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.04875,0.5778611898422241,,,0.09445933252573013,-0.19910420179367067,,,0.0002,,1458,0.00013106990605592727,0.009114705,0.20673923164606095,,,0.96,97.79,2,1.6320527779482163,0,52.65421065783818,7.4359907439351085,1126400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,0.67,154.72,2,4.386743975520549,1,116.33512625170437,4.851759944409132,1126400,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1126400,0.2899999999999999,0.67,0.768,0.96,0.96,0,0.96
1,940,7.174292087554932,1500160,103.96,5,,0.008,,,1,0.0002,,,320,8,,1126400,,,,,8,2,,,,,,,,,,,,,,,
2,693,7.241896152496338,1505280,105.51,14,0.2,,0.0501953125,0.6405649185180664,,,0.10262857377529144,-0.20401541635394096,,,0.0002,,1463,-0.0013399309245869517,0.005764913,0.21815968826413154,,,,,,,,,,,,,,,,,
3,646,7.256473541259766,1510400,107.36,23,0.2,,0.0633984375,0.6460577845573425,,,0.08743879199028015,-0.2369513739645481,,,0.0002,,1468,-1.2194379232823849e-05,0.0061405553,0.23908399790525436,,,,,,,,,,,,,,,,,
4,631,7.294437408447266,1515520,103.87,32,0.2,,0.0490625,0.5731433033943176,,,0.11618148535490036,-0.20716390401124954,,,0.0002,,1473,-0.001879184409044683,0.00662488,0.29696365132927893,,,,,,,,,,,,,,,,,
5,625,7.270854949951172,1520640,105.69,40,0.2,,0.050859375,0.6078038811683655,,,0.15015673637390137,-0.2282818403840065,,,0.0002,,1478,0.0005620851321145892,0.004740038,0.2744318269193172,,,,,,,,,,,,,,,,,
6,621,7.4434709548950195,1525760,100.97,49,0.2,,0.0563671875,0.5523250102996826,,,0.1704326868057251,-0.24609607487916946,,,0.0002,,1483,-0.0006651000026613473,0.010732038,0.27034066304564475,,,,,,,,,,,,,,,,,
7,618,7.691118240356445,1530880,94.45,57,0.2,,0.05671875,0.3773534297943115,,,0.09673076868057251,-0.18706274092197417,,,0.0002,,1488,-0.0014660962717607617,0.008194489,0.2195081326365471,,,,,,,,,,,,,,,,,
8,616,7.51815128326416,1536000,102.51,66,0.2,,0.05875,0.5368366241455078,,,0.12318559736013412,-0.2337414240837097,,,0.0002,,1493,0.0005074778199195862,0.01051802,0.22818941801786422,,,,,,,,,,,,,,,,,
9,614,7.349817276000977,1541120,103.64,75,0.2,,0.0734765625,0.534696102142334,,,0.08010978996753693,-0.22146333128213883,,,0.0002,,1498,-0.005129292639903724,0.01076391,0.20109294921159745,,,,,,,,,,,,,,,,,
10,619,7.381249904632568,1546240,103.39,82,0.2,,0.051484375,0.6176736354827881,,,0.08481638878583908,-0.2272511537373066,,,0.0002,,1503,0.0007847002986818552,0.00549299,0.1992341846227646,,,,,,,,,,,,,,,,,
,,,,,,0.2,,0.0442578125,0.586889386177063,,,0.08621043711900711,-0.222109804302454,,,0.0002,,1508,-0.00228328310418874,0.005338209,0.23449343621730803,,,0.94,106.32,2,2.0154160819602023,0,63.35422322150276,7.22741148814559,1177600,,,,,,,
