time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/policy_gradient_loss
9,1735680,938,49,0.0001,0.010930103,3314,0.11580363184213638,0.02056066505610943,-0.2848483491688967,0.07474609375,0.2,0.41573256254196167,-0.010144064724445344
10,1740800,934,54,0.0001,0.012771606,3324,0.12777208939194679,-0.004643112421035767,-0.3934126926958561,0.093671875,0.2,0.4271625876426697,-0.008452629251405597
1,1745920,1811,2,0.0001,0.013541584,3334,0.08737720474600792,0.005944631993770599,-0.4215629775822163,0.10396484375,0.2,0.48626261949539185,-0.011093466335441917
2,1751040,1172,8,0.0001,0.012643243,3344,0.17418380102142692,0.046557843685150146,-0.29104844138026237,0.089765625,0.2,0.4721411466598511,-0.007468503166455776
3,1756160,1093,14,0.0001,0.0115661835,3354,0.14878907173871994,0.03913067653775215,-0.37925566986203196,0.09791015625,0.2,0.5322306156158447,-0.010269233188591898
4,1761280,1052,19,0.0001,0.011805515,3364,0.14915792098268865,0.030802084133028984,-0.34920112118124963,0.08591796875,0.2,0.4929158091545105,-0.007846758912783115
5,1766400,1037,24,0.0001,0.015533747,3374,0.21351581070572137,0.059759464114904404,-0.33659080997109414,0.09896484375,0.2,0.45358937978744507,-0.008733683601021766
6,1771520,1026,29,0.0001,0.017390382,3384,0.08936323646456003,0.007906496524810791,-0.38177207082509995,0.10630859375,0.2,0.6162349581718445,-0.009181183241307735
7,1776640,1008,35,0.0001,0.013140788,3394,0.07366798470728099,0.00749652273952961,-0.4127504642307758,0.098515625,0.2,0.49728041887283325,-0.008882095208391547
8,1781760,1006,40,0.0001,0.013207352,3404,0.10739846877753735,0.021918615326285362,-0.32708661824464796,0.0944140625,0.2,0.5953370332717896,-0.008931178245693444
9,1786880,1004,45,0.0001,0.011610244,3414,0.07339481107890605,0.00037114135921001434,-0.4352102518081665,0.1018359375,0.2,0.5048403739929199,-0.011194545822218061
10,1792000,995,51,0.0001,0.0105921235,3424,0.10451987076550723,0.031052671372890472,-0.33378724023699763,0.0770703125,0.2,0.5551847219467163,-0.00924817611463368
1,1797120,1743,2,0.0001,0.011680955,3434,0.07343790302053094,0.010464532300829887,-0.4043512268364429,0.10009765625,0.2,0.4793856739997864,-0.009357737372629344
2,1802240,1201,8,0.0001,0.015429245,3444,0.09616522328928113,0.003265298902988434,-0.3294187416136265,0.081328125,0.2,0.46336615085601807,-0.009667469945270568
3,1807360,1126,13,0.0001,0.012344842,3454,0.15042776012793183,0.03130418434739113,-0.42944888964295386,0.0877734375,0.2,0.3592368960380554,-0.010457619787193834
4,1812480,1067,19,0.0001,0.010893399,3464,0.15225229322910308,0.02871827967464924,-0.31558749422430993,0.09291015625,0.2,0.47959059476852417,-0.007401675570290536
5,1817600,1047,24,0.0001,0.011440058,3474,0.11047890745103359,0.003906145691871643,-0.4185088516771793,0.10169921875,0.2,0.42829370498657227,-0.009670827630907297
6,1822720,1031,29,0.0001,0.013033229,3484,0.10988553943112493,-0.0026815980672836304,-0.419117544144392,0.10408203125,0.2,0.5625863671302795,-0.008276424552313984
7,1827840,1013,35,0.0001,0.011491628,3494,0.11949098397046327,0.04523514211177826,-0.3668484057486057,0.08208984375,0.2,0.5915874242782593,-0.007276250091381371
8,1832960,1053,38,0.0001,0.010105894,3497,0.11142687767482641,0.03579961135983467,-0.40370747290159525,0.061609100877192985,0.2,0.5339305996894836,-0.002668031989678479
9,1838080,1042,44,0.0001,0.012501225,3507,0.10567812506109477,0.031260401010513306,-0.4644286327064037,0.106015625,0.2,0.4155939221382141,-0.009266951081808656
10,1843200,1062,48,0.0001,0.034709062,3513,0.12499467573630121,0.042422302067279816,-0.4383947385045198,0.10486778846153846,0.2,0.46211570501327515,-0.0018023551943210454
1,1848320,1755,2,0.0001,0.0103162145,3523,0.09200878718867898,0.009923964738845825,-0.49770929634571076,0.089453125,0.2,0.4507533311843872,-0.00803743261611089
2,1853440,1228,8,0.0001,0.011131667,3533,0.129413089081645,0.005004638805985451,-0.3982607413828373,0.09451171875,0.2,0.26898473501205444,-0.007499656763393432
3,1858560,1114,13,0.0001,0.012075532,3543,0.1508395151607692,0.09142531454563141,-0.4168673561513424,0.09921875,0.2,0.4240938425064087,-0.009456637513358146
4,1863680,1075,19,0.0001,0.011130034,3553,0.10057553831487893,0.014794992282986641,-0.4476462909579277,0.0915234375,0.2,0.48454558849334717,-0.00915380503749475
5,1868800,1057,24,0.0001,0.011363374,3563,0.14459633942693473,0.028076160699129105,-0.42932264298200606,0.089921875,0.2,0.3218315839767456,-0.00811456220690161
6,1873920,1039,29,0.0001,0.015505411,3573,0.09993923103436828,0.02077387273311615,-0.38218319058418276,0.09302734375,0.2,0.3343607187271118,-0.009529005663935095
