time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/explained_variance,train/loss,train/clip_range,train/n_updates,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
580000,,,,0.584632396697998,-0.021503128111362457,0.2,1410,0.023816777,0.11434086454100907,-0.02497133623692207,0.1784912109375,0.0003,-0.6051334563642741,40.87181713938713,37.04
581632,137,4219,142,,,,,,,,,,,,
585728,137,4245,143,0.6928204894065857,-0.03309165686368942,0.2,1420,0.021130245,0.06015008365502581,-0.02678938632598147,0.186962890625,0.0003,-0.5735780447721481,,
589824,138,4271,144,0.5847121477127075,-0.0361715629696846,0.2,1430,0.021215336,0.12564886736217887,-0.025429235558840448,0.177587890625,0.0003,-0.5787372019141912,,
590000,,,,0.5935832262039185,-0.012994959950447083,0.2,1440,0.020661056,0.12034825063310564,-0.027407894261705222,0.1683349609375,0.0003,-0.5893000964075327,43.97399899840355,33.02
593920,137,4305,145,,,,,,,,,,,,
598016,137,4335,146,0.5312623977661133,-0.035794056951999664,0.2,1450,0.021700466,0.10735863384325058,-0.028660717164166273,0.1825439453125,0.0003,-0.6155500367283822,,
600000,,,,0.5556994080543518,-0.03039170801639557,0.2,1460,0.02255879,0.13305023340508343,-0.032290355156874284,0.1791015625,0.0003,-0.6132015358656645,39.936908037662505,38.0
602112,137,4372,147,,,,,,,,,,,,
606208,137,4403,148,0.30223411321640015,-0.02743672952055931,0.2,1470,0.018621247,0.09566587978042662,-0.0273437635099981,0.1693115234375,0.0003,-0.5919952135533094,,
610000,,,,0.4615846872329712,-0.044629085808992386,0.2,1480,0.021727342,0.09273980089928954,-0.03220861344598234,0.1885498046875,0.0003,-0.607626985013485,39.198726204633715,39.14
610304,137,4441,149,,,,,,,,,,,,
614400,137,4470,150,0.5107316970825195,-0.044686928391456604,0.2,1490,0.019414073,0.05686731793684885,-0.03059898177452851,0.18046875,0.0003,-0.5844969637691975,,
618496,137,4499,151,0.6577639579772949,-0.042249664664268494,0.2,1500,0.022130243,0.06915772480424494,-0.02957832949468866,0.1775146484375,0.0003,-0.5888186667114497,,
620000,,,,0.6269445419311523,-0.016126267611980438,0.2,1510,0.024110246,0.1224133729469031,-0.026103951429831795,0.1742431640625,0.0003,-0.5950343675911427,43.7399989938736,33.4
622592,137,4536,152,,,,,,,,,,,,
626688,137,4566,153,0.6912455558776855,-0.01868368685245514,0.2,1520,0.01987967,0.10224879458546639,-0.027478268343838864,0.1696533203125,0.0003,-0.604386343061924,,
630000,,,,0.6159306764602661,-0.04870964586734772,0.2,1530,0.020747695,0.12703609929885715,-0.02947228215052746,0.1758056640625,0.0003,-0.6138615272939205,41.179998955726624,36.6
630784,136,4606,154,,,,,,,,,,,,
634880,136,4635,155,0.5062735676765442,-0.024619176983833313,0.2,1540,0.021079734,0.16038331286981702,-0.030432571208802984,0.1909423828125,0.0003,-0.6434697128832341,,
638976,136,4664,156,0.45798587799072266,-0.019496235996484756,0.2,1550,0.01973335,0.09764536232687533,-0.027399979501205964,0.177880859375,0.0003,-0.5867329839617014,,
640000,,,,0.6590918898582458,-0.03455638140439987,0.2,1560,0.019538265,0.12285618006717414,-0.03238579999015201,0.1690673828125,0.0003,-0.6002506945282221,41.909998960494995,36.2
643072,136,4700,157,,,,,,,,,,,,
647168,136,4728,158,0.5283809900283813,-0.020340677350759506,0.2,1570,0.01989604,0.12908650757744908,-0.02856022213527467,0.1660888671875,0.0003,-0.582441096380353,,
650000,,,,0.5926962494850159,-0.019076555967330933,0.2,1580,0.019422814,0.14505520090460777,-0.029407037452619987,0.1672119140625,0.0003,-0.6221468999981881,43.949998997449875,33.1
651264,136,4764,159,,,,,,,,,,,,
655360,136,4793,160,0.6005986928939819,-0.056766390800476074,0.2,1590,0.020004269,0.10614739758893847,-0.02872783532948233,0.1697509765625,0.0003,-0.5946772757917642,,
659456,136,4822,161,0.6257109642028809,-0.0005054101347923279,0.2,1600,0.019634577,0.16683040386997164,-0.025748444904456845,0.1747314453125,0.0003,-0.616510871052742,,
660000,,,,0.4953463077545166,-0.02938532829284668,0.2,1610,0.022293145,0.11290778843685985,-0.02598046020284528,0.1803466796875,0.0003,-0.5990999732166529,40.58399893045426,38.72
663552,136,4877,162,,,,,,,,,,,,
667648,135,4933,163,0.4911068081855774,-0.04193264618515968,0.2,1620,0.020453837,0.12921427143737674,-0.03114730153902201,0.17548828125,0.0003,-0.6133221764117479,,
670000,,,,0.5666409730911255,-0.04540342092514038,0.2,1630,0.02086539,0.10423998755868524,-0.034313779789954424,0.1915283203125,0.0003,-0.6089621003717184,42.369998977184295,34.8
671744,135,4967,164,,,,,,,,,,,,
675840,135,4993,165,0.6306595206260681,-0.027910150587558746,0.2,1640,0.02463125,0.14167952281422913,-0.035605224929167886,0.1947021484375,0.0003,-0.6448301855474711,,
679936,135,5018,166,0.5061728954315186,-0.01983862742781639,0.2,1650,0.023963772,0.08798142625018954,-0.031142428269959055,0.174951171875,0.0003,-0.5806144502013921,,
680000,,,,0.6386308670043945,-0.021129950881004333,0.2,1660,0.023159858,0.16040681917220354,-0.03533344278985169,0.1775634765625,0.0003,-0.6115134984254837,45.65399903178215,30.22
684032,135,5054,167,,,,,,,,,,,,
688128,135,5083,168,0.6115651726722717,-0.02770191803574562,0.2,1670,0.022018328,0.14306981517001988,-0.03279865164804505,0.176611328125,0.0003,-0.6025983680039644,,
690000,,,,0.48308855295181274,-0.007404182106256485,0.2,1680,0.020718021,0.14652845552191138,-0.03312201242079027,0.18291015625,0.0003,-0.6342984035611152,44.11799899816513,33.04
692224,135,5117,169,,,,,,,,,,,,
696320,135,5143,170,0.5755691528320312,-0.05668909475207329,0.2,1690,0.025316756,0.11779762420337647,-0.034874777990626174,0.188916015625,0.0003,-0.6235259156674147,,
700000,,,,0.5904854536056519,-0.06383559107780457,0.2,1700,0.022264685,0.08376027101185173,-0.03236174593621399,0.1890869140625,0.0003,-0.6178402710705996,39.7799989259243,39.1
700416,135,5176,171,,,,,,,,,,,,
704512,135,5204,172,0.5831533670425415,-0.024505436420440674,0.2,1710,0.023069367,0.16057305946014822,-0.03525850278092548,0.206689453125,0.0003,-0.6677132539451123,,
708608,135,5232,173,0.5194475650787354,-0.032017700374126434,0.2,1720,0.02294947,0.15283448840491473,-0.03753238360950491,0.1926025390625,0.0003,-0.6625266276299954,,
710000,,,,0.4810604453086853,-0.022567428648471832,0.2,1730,0.020159796,0.14186606677249075,-0.035790678739431314,0.1942138671875,0.0003,-0.6901317279785871,41.95999894618988,37.4
712704,135,5264,174,,,,,,,,,,,,
716800,135,5289,175,0.3661149740219116,-0.04127458482980728,0.2,1740,0.022480724,0.130473394645378,-0.03504291480348911,0.2140380859375,0.0003,-0.7012093681842089,,
720000,,,,0.32363182306289673,-0.047671034932136536,0.2,1750,0.02117965,0.11511599160730838,-0.03840528473374434,0.1992919921875,0.0003,-0.7014990240335465,38.60599888324737,42.68
720896,135,5322,176,,,,,,,,,,,,
724992,135,5347,177,0.39200592041015625,-0.03292469680309296,0.2,1760,0.025935536,0.10786085296422243,-0.038668030212284064,0.219970703125,0.0003,-0.6911930788308382,,
729088,135,5372,178,0.44971299171447754,-0.05254731327295303,0.2,1770,0.022501089,0.10671409980859607,-0.03883734888222534,0.2148193359375,0.0003,-0.7134688079357148,,
730000,,,,0.555772602558136,-0.04859067127108574,0.2,1780,0.021918505,0.12063248166814447,-0.039370129133749286,0.2041748046875,0.0003,-0.6766255132853984,40.81799892783165,38.94
733184,135,5404,179,,,,,,,,,,,,
737280,135,5429,180,0.43605172634124756,-0.06798616796731949,0.2,1790,0.02521997,0.08698505938518793,-0.04114544209151063,0.21572265625,0.0003,-0.6552734553813935,,
740000,,,,0.45635366439819336,-0.03625515103340149,0.2,1800,0.024554992,0.07180016920901836,-0.036989604248083195,0.2099853515625,0.0003,-0.6257445696741343,41.06290804862976,37.08
741376,135,5461,181,,,,,,,,,,,,
745472,135,5487,182,0.4776740074157715,-0.06052644923329353,0.2,1810,0.022479797,0.08896134295500815,-0.03620867207209812,0.1940673828125,0.0003,-0.6384751159697771,,
749568,135,5512,183,0.4946788549423218,-0.043196387588977814,0.2,1820,0.024677038,0.0961046603275463,-0.03355147958209272,0.1872314453125,0.0003,-0.6252409227192401,,
750000,,,,0.5686081647872925,-0.04187532141804695,0.2,1830,0.023014935,0.09713354778941721,-0.0301982580756885,0.1863525390625,0.0003,-0.6101974714547396,43.46799897909165,34.64
753664,135,5543,184,,,,,,,,,,,,
757760,136,5568,185,0.5659847855567932,-0.03546910732984543,0.2,1840,0.020727199,0.15263633849099278,-0.034814621939949573,0.1863525390625,0.0003,-0.6225758235901594,,
760000,,,,0.6826423406600952,-0.04061112925410271,0.2,1850,0.021984167,0.1427028607111424,-0.03789477119717048,0.1876220703125,0.0003,-0.6378139067441225,41.61599895596504,36.58
761856,136,5600,186,,,,,,,,,,,,
765952,136,5625,187,0.5036648511886597,-0.0004324913024902344,0.2,1860,0.021685883,0.1607027872465551,-0.03136096525704488,0.1889892578125,0.0003,-0.612148768082261,,
770000,,,,0.501848578453064,-0.04067545384168625,0.2,1870,0.022971446,0.12739573237486185,-0.0351782259211177,0.195751953125,0.0003,-0.6098102290183306,41.20199894428253,37.56
770048,136,5656,188,,,,,,,,,,,,
774144,136,5682,189,0.5009520053863525,-0.024217724800109863,0.2,1880,0.022145316,0.14321114807389676,-0.035536057455465196,0.194580078125,0.0003,-0.6359787981957197,,
778240,136,5706,190,0.534294843673706,-0.05273555964231491,0.2,1890,0.02699808,0.08216980437282473,-0.03238641023344826,0.2107177734375,0.0003,-0.6057604949921369,,
780000,,,,0.5053673386573792,-0.050656773149967194,0.2,1900,0.026158655,0.11111122444272041,-0.03564273407391738,0.2099609375,0.0003,-0.6091526199132204,42.08799895763397,36.44
782336,136,5739,191,,,,,,,,,,,,
786432,136,5764,192,0.48602479696273804,-0.01877812296152115,0.2,1910,0.0257136,0.12096135076135398,-0.03391477705154102,0.2052978515625,0.0003,-0.5967956863343715,,
790000,,,,0.44996118545532227,-0.030602343380451202,0.2,1920,0.028443154,0.1230359848588705,-0.036377168720355256,0.2072998046875,0.0003,-0.6087249513715506,43.75599898576736,34.08
790528,136,5796,193,,,,,,,,,,,,
794624,136,5821,194,0.438798189163208,-0.0468369722366333,0.2,1930,0.02677008,0.09311234254855663,-0.03818202003603801,0.2075927734375,0.0003,-0.6279157277196645,,
798720,136,5847,195,0.3915114402770996,-0.060041360557079315,0.2,1940,0.028590254,0.07134196455590427,-0.03888289649912622,0.210693359375,0.0003,-0.6341929487884045,,
800000,,,,0.5218898057937622,-0.04844971001148224,0.2,1950,0.024629995,0.07823320352472365,-0.04009189828066155,0.20400390625,0.0003,-0.6182379700243473,40.8219989323616,38.56
802816,136,5879,196,,,,,,,,,,,,
806912,136,5906,197,0.49513620138168335,-0.06434068083763123,0.2,1960,0.025466824,0.07460145147051662,-0.033295798776089215,0.2070556640625,0.0003,-0.602132347598672,,
810000,,,,0.39726972579956055,-0.04691406339406967,0.2,1970,0.024626605,0.07736407762859017,-0.029589132327237165,0.200439453125,0.0003,-0.5820092741400004,41.97199895381927,36.76
811008,136,5937,198,,,,,,,,,,,,
815104,136,5962,199,0.5343455076217651,-0.06973756849765778,0.2,1980,0.027044233,0.055718709528446195,-0.03571434415061958,0.1928466796875,0.0003,-0.5706559132784605,,
819200,136,5987,200,0.573841392993927,-0.04193388670682907,0.2,1990,0.026134511,0.04823497165925801,-0.03253700386849232,0.191748046875,0.0003,-0.5652984008193016,,
820000,,,,0.5765467882156372,-0.06872344017028809,0.2,2000,0.025537215,0.05281994608230889,-0.03302084617025684,0.177880859375,0.0003,-0.5708926640450954,43.30399897694588,34.82
823296,136,6018,201,,,,,,,,,,,,
827392,136,6043,202,0.593387246131897,-0.03807234391570091,0.2,2010,0.024409164,0.07111438757274299,-0.034397450310643764,0.18330078125,0.0003,-0.5579354420304299,,
830000,,,,0.5993120670318604,-0.04643308371305466,0.2,2020,0.02527015,0.10847829664126038,-0.03321354764921125,0.1826904296875,0.0003,-0.5748497046530247,41.25599895358086,36.78
831488,136,6075,203,,,,,,,,,,,,
835584,136,6100,204,0.535980224609375,-0.036549583077430725,0.2,2030,0.025685187,0.07020213960204273,-0.029728025384247302,0.1761962890625,0.0003,-0.572658022865653,,
839680,137,6126,205,0.49418920278549194,-0.04863818734884262,0.2,2040,0.025107384,0.08127406400162726,-0.03545041930919979,0.1944091796875,0.0003,-0.5851244237273932,,
840000,,,,0.5813068747520447,-0.056259796023368835,0.2,2050,0.024054997,0.09453154315706343,-0.037845509620092345,0.184375,0.0003,-0.6064532171934843,39.66890803337097,38.36
843776,137,6158,206,,,,,,,,,,,,
847872,137,6183,207,0.6327862739562988,-0.04984741657972336,0.2,2060,0.025949735,0.11151184113696218,-0.03563587356475182,0.1899658203125,0.0003,-0.6258468743413687,,
850000,,,,0.6665685176849365,-0.04316742345690727,0.2,2070,0.02749698,0.07509810465853661,-0.033502910035895186,0.193212890625,0.0003,-0.6000421103090048,40.524908044338225,37.44
851968,137,6215,208,,,,,,,,,,,,
856064,137,6240,209,0.6868263483047485,-0.03515452519059181,0.2,2080,0.025625497,0.12147019400727004,-0.034666060435120015,0.18544921875,0.0003,-0.6237921413034201,,
860000,,,,0.5974501371383667,-0.05256877839565277,0.2,2090,0.024496213,0.09617203834932297,-0.03096666365454439,0.1899169921875,0.0003,-0.6178527422249317,40.62799893975258,37.94
860160,137,6272,210,,,,,,,,,,,,
864256,137,6298,211,0.4677618145942688,-0.06895028799772263,0.2,2100,0.031196948,0.051724703935906294,-0.030363541952101513,0.21728515625,0.0003,-0.6069649748504162,,
868352,137,6323,212,0.4698505997657776,-0.05717208608984947,0.2,2110,0.029602678,0.06316870122682303,-0.0346472539982642,0.2108642578125,0.0003,-0.6229475896805525,,
870000,,,,0.5667085647583008,-0.05481092631816864,0.2,2120,0.029666841,0.06889997799880802,-0.036202547897119075,0.208837890625,0.0003,-0.5985307537019253,44.811999007463456,32.26
872448,137,6353,213,,,,,,,,,,,,
876544,137,6378,214,0.5834477543830872,-0.06658708304166794,0.2,2130,0.029217128,0.054096962930634616,-0.03657477920060046,0.203466796875,0.0003,-0.5896914690732956,,
880000,,,,0.6425939798355103,-0.06072837859392166,0.2,2140,0.026997639,0.08156495278235525,-0.03899429433076875,0.210791015625,0.0003,-0.600620086863637,43.65799898505211,34.14
880640,137,6409,215,,,,,,,,,,,,
884736,137,6435,216,0.5697026252746582,-0.037088070064783096,0.2,2150,0.027503494,0.10156464418396353,-0.02961597843677737,0.1889404296875,0.0003,-0.5628477789461612,,
888832,137,6465,217,0.4460794925689697,-0.06035872548818588,0.2,2160,0.03198636,0.052559689804911616,-0.03374859292525798,0.20693359375,0.0003,-0.5476278759539127,,
890000,,,,0.5618169903755188,-0.06592892110347748,0.2,2170,0.02899991,0.07979812484700233,-0.03539339073759038,0.211328125,0.0003,-0.5939269706606864,40.316908042430875,37.6
892928,137,6503,218,,,,,,,,,,,,
897024,137,6531,219,0.5557651519775391,-0.0436222106218338,0.2,2180,0.028707711,0.08353118924424052,-0.03072336197074037,0.199853515625,0.0003,-0.5680709727108478,,
900000,,,,0.6161814332008362,-0.04006260633468628,0.2,2190,0.025509257,0.10782739790156484,-0.040927823196398094,0.20068359375,0.0003,-0.6119308140128851,43.633998993635174,33.42
901120,137,6566,220,,,,,,,,,,,,
905216,137,6595,221,0.6300714015960693,-0.014705486595630646,0.2,2200,0.02602358,0.18315112455748023,-0.037858680242788975,0.2062744140625,0.0003,-0.6209147926419973,,
909312,137,6622,222,0.5327496528625488,-0.060325972735881805,0.2,2210,0.030002682,0.0732302132062614,-0.03569315716740675,0.211376953125,0.0003,-0.5790701452642679,,
910000,,,,0.34116441011428833,-0.06396304070949554,0.2,2220,0.028723598,0.055076023726724085,-0.03726192349859048,0.2177490234375,0.0003,-0.5640027746558189,44.35999899625778,33.2
913408,137,6658,223,,,,,,,,,,,,
917504,137,6684,224,0.4712952971458435,-0.07976466417312622,0.2,2230,0.03199626,0.0735884993802756,-0.04683450463344343,0.2303466796875,0.0003,-0.5898024018853902,,
920000,,,,0.5645483732223511,-0.05384983867406845,0.2,2240,0.027893247,0.08244038424454629,-0.038746766725671476,0.199560546875,0.0003,-0.5537923950701952,43.45399898886681,33.82
921600,137,6715,225,,,,,,,,,,,,
925696,137,6740,226,0.6244349479675293,-0.05052614584565163,0.2,2250,0.035529453,0.10143706533126533,-0.0412176030309638,0.2158447265625,0.0003,-0.5600531596690417,,
929792,137,6765,227,0.5687395930290222,-0.060402948409318924,0.2,2260,0.034033604,0.06931117742788047,-0.03455234769789968,0.1984130859375,0.0003,-0.51747370287776,,
930000,,,,0.5289627313613892,-0.05848945304751396,0.2,2270,0.027825277,0.08107154907193034,-0.03674619281373452,0.1935546875,0.0003,-0.5327464276924729,44.04199900388718,32.56
933888,137,6797,228,,,,,,,,,,,,
937984,137,6823,229,0.5273003578186035,-0.05188208818435669,0.2,2280,0.028081177,0.0563517113449052,-0.030902970282477328,0.18203125,0.0003,-0.5244223229587078,,
940000,,,,0.5637607574462891,-0.06634698808193207,0.2,2290,0.032960325,0.04294139615958557,-0.0354074973911338,0.214013671875,0.0003,-0.5465530440211296,43.01199898958206,33.76
942080,137,6856,230,,,,,,,,,,,,
946176,137,6881,231,0.5772759318351746,-0.052424050867557526,0.2,2300,0.030612929,0.06108141229487955,-0.03466990854649339,0.1897216796875,0.0003,-0.5290699239820242,,
950000,,,,0.620221734046936,-0.031970176845788956,0.2,2310,0.027408335,0.06671477677300572,-0.03003867241786793,0.1763671875,0.0003,-0.5038553858175874,43.21199898838997,33.86
950272,137,6914,232,,,,,,,,,,,,
954368,137,6940,233,0.6395368576049805,-0.032775044441223145,0.2,2320,0.026734227,0.11094403977040201,-0.03125486748176627,0.18603515625,0.0003,-0.5139407092705369,,
958464,137,6970,234,0.5664141774177551,-0.04279300943017006,0.2,2330,0.029829983,0.08439424163661897,-0.036645958930603226,0.197314453125,0.0003,-0.5628726989030838,,
960000,,,,0.5574415922164917,-0.06782916933298111,0.2,2340,0.028889166,0.08721804392989725,-0.03952570737455972,0.209716796875,0.0003,-0.6122423823922872,37.84999889135361,42.0
962560,137,7007,235,,,,,,,,,,,,
966656,137,7036,236,0.5504197478294373,-0.06472253799438477,0.2,2350,0.029418174,0.10415058515500278,-0.04410987766459584,0.215771484375,0.0003,-0.6282146159559489,,
970000,,,,0.6180261969566345,-0.05052296817302704,0.2,2360,0.030693453,0.09293892027344555,-0.03889423725777306,0.2076171875,0.0003,-0.5792803592979908,41.931998965740206,35.76
970752,137,7072,237,,,,,,,,,,,,
974848,137,7102,238,0.5387206077575684,-0.0643743947148323,0.2,2370,0.029198386,0.08825552687048913,-0.03698373831575737,0.203857421875,0.0003,-0.5698658552020788,,
978944,137,7131,239,0.4856652021408081,-0.0425901859998703,0.2,2380,0.029572498,0.10017921668477356,-0.03884433662460651,0.2048583984375,0.0003,-0.5995422784239054,,
980000,,,,0.5523920059204102,-0.05442769080400467,0.2,2390,0.028620157,0.10010703825391828,-0.04199006855778862,0.220751953125,0.0003,-0.6355943709611893,40.515998933315274,38.48
983040,137,7170,240,,,,,,,,,,,,
987136,137,7199,241,0.6162521839141846,-0.054631639271974564,0.2,2400,0.032568645,0.10393155629280955,-0.04484487194567919,0.2364990234375,0.0003,-0.6172907598316669,,
990000,,,,0.5194414854049683,-0.06710319966077805,0.2,2410,0.030645005,0.07562452303245663,-0.036543366109253836,0.211572265625,0.0003,-0.5817460685968399,43.509998967647554,35.6
991232,136,7235,242,,,,,,,,,,,,
995328,137,7264,243,0.4916042685508728,-0.0663709044456482,0.2,2420,0.032288823,0.0545785462600179,-0.037082632287638265,0.2221923828125,0.0003,-0.585880234837532,,
999424,137,7290,244,0.4571523070335388,-0.06186142563819885,0.2,2430,0.030659769,0.05760221144882962,-0.03898652337375097,0.2326904296875,0.0003,-0.568998072296381,,
1000000,,,,0.5695775747299194,-0.06603700667619705,0.2,2440,0.032592125,0.03367744110291824,-0.035344662367424465,0.20693359375,0.0003,-0.5290589286014438,44.335998998880385,32.98
1003520,137,7321,245,,,,,,,,,,,,
